,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
231,org::eclipse::mylyn::internal::tasks::ui::ScheduleTaskMenuContributor ,35,21,1,1,21,64,2,1,3,641,113,10.0156,636,226,9.9375,5,48,0.078125,125.0,68.7078,20.5079,0.137177,0.262349,9.77005,0.557515,8,1,1,7,28,0,2,0,213,8,10,2,4,0,2,71,21,0,0,0,0,0, 
232,org::eclipse::mylyn::internal::jira::core::model::filter::RelativeDateRangeFilter ,6,3,0,0,4,9,0,0,2,13,5,1.44444,24,15,2.66667,-11,4,-1.22222,110.714,53.1868,6.072080000000001,0.00349947,0.157863,9.23201,0.237335,4,2,2,2,36,0,5,0,43,9,19,5,0,0,8,23,11,0,0,0,0,0, 
233,org::eclipse::mylyn::internal::bugzilla::core::BugzillaClientManager ,22,15,0,0,13,27,0,1,3,94,10,3.48148,75,10,2.77778,19,7,0.703704,123.857,66.9574,17.3813,0.0279405,0.22321,9.61825,0.439185,15,1,10,6,28,0,1,0,41,8,13,1,1,0,6,25,11,1,0,0,0,0, 
234,org::eclipse::mylyn::internal::tasks::core::TaskRepositoriesExternalizer ,17,7,1,1,12,20,0,2,3,128,39,6.4,67,10,3.35,61,34,3.05,139.143,51.2042,16.2476,0.0560735,0.195936,9.53611,0.331866,14,1,2,12,6,0,4,0,78,4,9,1,0,0,4,45,10,0,0,0,0,0, 
235,org::eclipse::mylyn::internal::tasks::ui::TasksReminderDialog ,12,4,0,0,7,15,0,1,3,60,15,4.0,62,15,4.13333,-2,4,-0.133333,139.571,77.1762,10.273,0.0100457,0.173316,9.35538,0.276405,6,1,0,6,21,0,8,0,114,7,0,8,2,0,1,40,16,0,0,0,0,0, 
236,org::eclipse::mylyn::internal::monitor::ui::WorkbenchUserActivityMonitor ,3,0,0,0,2,5,0,0,2,6,4,1.2,7,4,1.4,-1,3,-0.2,90.7143,56.5,4.57121,0.00119132,0.152088,9.18643,0.225109,1,2,1,1,3,0,2,0,17,3,15,2,0,0,3,8,5,0,0,0,0,0, 
237,org::eclipse::mylyn::internal::wikitext::ui::util::css::SparseCharSequence ,1,1,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,5.42857,0.0,0.0,0.0,0.0,0.0,0.0,10,1,2,8,21,0,3,0,91,7,22,3,1,0,6,46,27,0,0,0,0,0, 
238,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::EscapePhraseModifier ,3,3,0,0,0,3,0,0,2,9,5,3.0,15,11,5.0,-6,0,-2.0,32.7143,6.66667,1.49003,0.00272759,0.04351790000000001,0.121386,0.116244,2,2,1,1,6,0,0,0,12,4,22,0,0,0,1,5,3,0,0,0,0,0, 
239,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorActionPart ,28,15,1,1,15,46,0,0,3,534,121,11.6087,463,178,10.0652,71,91,1.54348,61.2857,17.9572,11.9059,0.111531,0.254318,9.5629,0.574982,23,2,2,23,55,0,11,1,214,11,19,11,5,0,5,104,36,3,3,0,0,0, 
240,org::eclipse::mylyn::zest::layouts::constraints::BasicEdgeConstraints ,1,1,0,0,0,2,0,1,1,2,2,1.0,2,2,1.0,0,0,0.0,135.857,43.7143,1.45219,0.000271435,0.00420507,0.04099580000000001,0.00508017,0,1,0,0,0,0,2,0,4,1,10,0,0,2,1,1,1,0,0,0,0,0, 
241,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteValidationException ,7,4,1,1,5,9,0,0,2,106,76,11.7778,107,77,11.8889,-1,7,-0.111111,110.714,27.686,5.94514,0.00808474,0.153982,9.221219999999999,0.218565,1,2,0,1,21,0,3,0,40,7,25,3,0,0,7,12,12,0,0,0,0,0, 
242,org::eclipse::mylyn::internal::sandbox::ui::IncomingTaskListContentProvider ,9,4,1,0,6,14,0,0,3,80,21,5.71429,50,7,3.57143,30,19,2.14286,79.0,28.0554,9.13821,0.0161349,0.225123,9.43975,0.460328,9,3,1,8,10,0,1,1,51,5,19,0,1,1,4,38,15,0,0,0,0,0, 
243,org::eclipse::mylyn::internal::tasks::ui::actions::CloneTaskAction ,17,6,0,0,9,20,0,0,3,152,42,7.6,149,65,7.45,3,22,0.15,77.7143,25.6767,13.2333,0.0951952,0.223693,9.532160000000001,0.487901,11,1,0,11,6,0,2,0,57,4,0,1,0,0,4,25,11,0,0,0,0,0, 
244,org::eclipse::mylyn::tasks::ui::TaskHyperlink ,11,5,0,0,5,16,0,0,3,101,60,6.3125,81,60,5.0625,20,60,1.25,105.143,14.9265,9.08117,0.0251407,0.177982,9.33956,0.300054,16,1,13,3,21,0,3,0,27,7,9,3,0,0,7,11,8,0,0,0,0,0, 
245,org::eclipse::mylyn::internal::resources::ui::ResourcesUiPreferenceInitializer ,10,5,0,0,5,11,1,0,2,39,20,3.54545,31,6,2.81818,8,17,0.727273,92.4286,32.6154,8.59652,0.0168597,0.172122,9.32,0.285122,7,1,3,4,21,0,4,0,34,7,0,1,0,1,7,23,9,0,0,0,0,0, 
246,org::eclipse::mylyn::internal::compatibility::Messages ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,19.1429,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,4,0,3,1,0,1,0,3,1,2,1,0,0,0,0,0, 
247,org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskDataHandler ,1,1,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,22,2,2,21,28,0,1,0,152,8,17,1,1,0,7,100,30,1,1,0,0,0, 
248,org::eclipse::mylyn::internal::tasks::core::DateRange ,12,9,1,1,7,15,1,1,3,300,192,20.0,246,108,16.4,54,183,3.6,45.4286,5.54333,6.41309,0.0379042,0.213237,9.351989999999999,0.424012,26,1,23,3,91,2,3,0,87,14,9,2,0,0,14,49,33,0,0,0,0,0, 
249,org::eclipse::mylyn::internal::web::ui::WebUiUtil ,9,5,0,0,6,17,1,0,2,144,34,8.47059,86,30,5.05882,58,34,3.41176,145.857,42.3879,10.5612,0.05221849999999999,0.164296,9.34163,0.226464,6,1,3,3,6,0,0,0,65,4,9,0,0,0,4,27,17,0,0,0,0,0, 
250,org::eclipse::mylyn::internal::jira::core::service::web::JiraWebClient ,18,13,2,0,6,20,1,0,2,431,102,21.55,399,104,19.95,32,21,1.6,54.0,17.9466,8.52672,0.107189,0.241051,9.455860000000001,0.521608,28,1,10,19,325,0,1,0,602,26,9,1,11,0,14,135,101,0,0,0,0,0, 
251,org::eclipse::mylyn::internal::bugzilla::core::BugzillaQueryHit ,8,5,0,0,7,11,1,0,2,15,5,1.36364,61,42,5.54545,-46,3,-4.18182,132.714,18.7143,8.96649,0.0230222,0.0211046,0.238949,0.0150244,2,2,0,2,6,0,1,6,20,4,45,1,0,0,3,7,9,0,0,0,0,0, 
252,org::eclipse::mylyn::internal::context::core::SaxContextContentHandler ,20,9,1,0,11,30,0,3,2,246,96,8.2,179,96,5.96667,67,96,2.23333,109.857,38.3304,19.4282,0.06516860000000001,0.231108,9.68475,0.467452,9,1,1,8,6,0,8,0,77,4,51,6,0,0,4,24,13,1,1,0,0,0, 
253,org::eclipse::mylyn::internal::tasks::ui::commands::RemoteTaskSelectionDialog ,34,13,2,1,21,52,0,2,3,251,68,4.826919999999999,289,67,5.55769,-38,64,-0.730769,120.571,30.9158,22.151,0.0917094,0.228937,9.73828,0.433009,17,1,5,12,55,0,10,0,226,11,0,10,3,0,6,58,18,0,0,0,0,0, 
254,org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationQueryIncoming ,6,1,0,0,5,10,0,0,2,14,4,1.4,68,49,6.8,-54,3,-5.4,66.8571,29.0204,6.83865,0.0245382,0.172657,9.281830000000001,0.308056,4,3,0,4,3,0,0,2,19,3,42,0,0,0,3,7,7,0,0,0,0,0, 
255,org::eclipse::mylyn::wikitext::tests::ClassTraversal ,4,4,0,0,0,7,1,0,1,19,11,2.71429,4,1,0.571429,15,10,2.14286,16.7143,10.1729,0.0,0.0,0.0,0.0,0.0,4,1,1,3,1,0,1,0,21,2,9,1,1,0,1,14,3,0,0,0,0,0, 
256,org::eclipse::mylyn::internal::trac::ui::TracSearchHandler ,3,1,0,0,2,6,0,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,39.5714,15.0536,3.37801,0.00150795,0.154967,9.16485,0.247924,6,2,1,5,3,0,0,0,21,3,11,0,0,0,3,14,2,0,0,0,0,0, 
257,org::eclipse::mylyn::tasks::core::TaskRepository ,66,36,2,0,36,80,0,2,3,1609,322,20.1125,1001,332,12.5125,608,129,7.6,139.714,63.973,31.2165,0.416566,0.285032,10.0512,0.5998760000000001,231,1,220,12,1770,0,34,0,336,60,19,21,8,0,52,190,106,1,1,0,0,0, 
258,org::eclipse::mylyn::internal::jira::core::JiraField ,1,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,18.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,3,1,18,0,0,0,1,1,1,0,0,0,0,0, 
259,org::eclipse::mylyn::bugzilla::deprecated::BugzillaCompareStructureCreator ,3,1,0,0,3,3,0,0,3,8,8,2.66667,3,3,1.0,5,5,1.66667,39.5714,13.0,1.84703,0.00208724,0.136921,9.09329,0.175609,3,1,1,2,15,0,0,0,30,6,9,0,0,0,6,9,9,0,0,0,0,0, 
260,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteException ,7,4,1,1,5,9,0,0,2,103,74,11.4444,106,77,11.7778,-3,7,-0.333333,110.714,27.9168,5.94514,0.00795424,0.153982,9.221219999999999,0.218565,3,1,3,0,21,3,3,0,40,7,9,3,0,0,7,10,12,0,0,0,0,0, 
261,org::eclipse::mylyn::internal::bugzilla::core::SaxMultiBugReportContentHandler ,35,20,2,2,23,46,0,0,4,1114,300,24.2174,778,300,16.913,336,300,7.30435,103.0,44.58,15.5602,0.191853,0.224788,9.58483,0.471113,21,1,1,20,66,0,17,0,523,12,51,17,6,0,6,248,130,1,0,0,0,1, 
262,org::eclipse::mylyn::internal::tasks::ui::wizards::NewQueryWizard ,13,4,1,0,8,21,1,2,3,41,5,1.95238,40,5,1.90476,1,4,0.047619,139.571,40.9512,11.3459,0.0201819,0.166622,9.36205,0.235278,2,2,1,1,0,0,0,0,3,1,5,0,0,0,1,2,1,0,0,0,0,0, 
263,org::eclipse::mylyn::internal::wikitext::ui::util::WikiTextUiResources ,2,2,1,1,0,2,0,0,2,3,3,1.5,3,3,1.5,0,0,0.0,26.5714,6.714289999999999,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,0,3,0,12,1,9,1,0,0,1,4,2,0,0,0,0,0, 
264,org::eclipse::mylyn::internal::jira::core::model::IssueLink ,5,2,0,0,3,7,0,0,2,45,31,6.42857,14,6,2.0,31,30,4.42857,110.714,26.8794,4.58293,0.00438091,0.145075,9.17116,0.186189,2,1,2,0,21,0,7,0,26,7,18,7,0,0,7,7,7,0,0,0,0,0, 
265,org::eclipse::mylyn::internal::jira::core::model::IssueType ,10,6,1,1,7,14,0,0,2,41,11,2.92857,64,25,4.57143,-23,11,-1.64286,110.714,54.7213,10.6655,0.0131727,0.19145,9.40365,0.347682,11,1,10,1,91,0,10,0,51,14,18,6,0,0,14,16,16,0,0,0,0,0, 
266,org::eclipse::mylyn::internal::tasks::bugs::AttributeTaskMapper ,13,5,0,0,5,19,0,0,2,177,99,9.31579,73,24,3.84211,104,99,5.47368,47.5714,6.691689999999999,4.92306,0.0131606,0.169719,9.2306,0.307768,10,1,5,5,10,0,1,0,25,5,9,1,0,0,5,16,8,1,0,0,0,0, 
267,org::eclipse::mylyn::internal::tasks::ui::util::SelectionProviderAdapter ,3,0,0,0,1,4,0,0,2,30,24,7.5,8,6,2.0,22,18,5.5,57.8571,47.6429,1.84703,0.00113849,0.136921,9.09329,0.175609,3,1,3,0,15,0,1,0,24,6,0,1,0,0,5,13,5,0,0,0,0,0, 
268,org::eclipse::mylyn::internal::tasks::ui::editors::ContentOutlineTools ,7,2,0,0,5,10,0,0,3,20,5,2.0,19,4,1.9,1,4,0.1,139.571,64.8286,8.15599,0.00484522,0.168807,9.29824,0.262425,2,1,2,0,1,0,1,0,24,2,9,0,0,0,2,12,8,0,0,0,0,0, 
269,org::eclipse::mylyn::internal::jira::core::service::soap::JiraSoapServiceLocator ,4,2,0,0,4,5,0,0,2,12,7,2.4,6,3,1.2,6,4,1.2,54.0,29.0833,3.32672,0.00239981,0.149833,9.153939999999999,0.227553,1,3,1,0,15,0,2,0,43,6,12,2,0,0,6,9,7,0,0,0,0,0, 
270,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchOperation ,4,3,0,0,3,7,0,0,2,14,6,2.0,13,6,1.85714,1,1,0.142857,148.571,14.1429,3.46707,0.00924667,0.00612207,0.0858819,0.00134487,0,1,0,0,15,0,8,0,41,6,9,8,0,0,6,11,7,0,0,0,0,0, 
271,org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::DndConfigurationStrategy ,1,1,0,0,0,2,1,0,1,1,1,0.5,1,1,0.5,0,0,0.0,7.714289999999999,0.142857,0.0,0.0,0.0,0.0,0.0,3,1,1,2,3,0,4,0,24,3,9,4,0,0,3,9,4,0,0,0,0,0, 
272,org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerUserStoryEditor ,1,1,1,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.42857,0.0,0.0,0.0,0.0,0.0,0.0,22,1,1,21,210,0,9,0,301,21,0,9,8,0,11,122,30,1,1,0,0,0, 
273,org::eclipse::mylyn::internal::sandbox::ui::JavaContextLabelProvider ,4,1,0,0,3,5,0,0,2,9,5,1.8,7,4,1.4,2,1,0.4,48.8571,18.3175,4.8068,0.00207769,0.164621,9.2181,0.286827,7,1,1,6,21,0,2,0,96,7,0,2,3,0,4,44,35,0,0,0,0,0, 
274,org::eclipse::mylyn::internal::tasks::ui::actions::TaskDeactivateAction ,21,8,1,0,15,25,1,2,2,46,8,1.84,44,8,1.76,2,3,0.08,139.571,69.1118,14.5878,0.00839359,0.197137,9.5031,0.353685,5,1,4,1,1,0,1,0,8,2,0,0,0,0,2,6,2,0,0,0,0,0, 
275,org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskRepositoryAction ,10,4,0,0,8,16,0,0,2,113,43,7.0625,72,43,4.5,41,43,2.5625,107.857,36.9545,11.6813,0.03644430000000001,0.189049,9.42324,0.340086,7,1,2,5,15,4,1,0,41,6,0,1,0,0,1,19,15,0,0,0,0,0, 
276,org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesTableLabelProvider ,2,2,1,0,2,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,131.571,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,3,3,0,0,0,42,3,0,0,0,0,3,12,13,0,0,0,0,0, 
277,org::eclipse::mylyn::internal::tasks::ui::TaskArchiveFilter ,11,5,1,0,8,18,0,0,3,48,11,2.66667,37,8,2.05556,11,8,0.611111,139.571,78.2351,11.8554,0.0186168,0.185228,9.41728,0.312312,1,2,0,1,0,0,0,0,14,1,11,0,0,0,1,3,5,0,0,0,0,0, 
278,org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTipHandler ,40,15,2,1,14,62,4,0,2,1290,255,20.8065,1011,319,16.3065,279,100,4.5,139.571,42.357,15.72,0.217807,0.03810230000000001,0.421471,0.03304,15,1,0,15,120,0,2,0,456,16,9,2,15,0,1,142,84,0,0,0,0,0, 
279,org::eclipse::mylyn::internal::tasks::ui::actions::CommentActionGroup ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,6.857139999999999,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,15,0,2,0,32,6,0,2,2,0,4,16,9,0,0,0,0,0, 
280,org::eclipse::mylyn::internal::tasks::core::data::TaskDataState ,7,4,0,0,6,15,0,0,2,151,36,10.0667,92,44,6.13333,59,19,3.93333,47.1429,2.7474,6.31013,0.0163344,0.1853,9.29392,0.368531,10,1,5,6,253,0,10,0,130,23,20,10,2,0,19,81,32,0,0,0,0,0, 
281,org::eclipse::mylyn::internal::tasks::ui::actions::TaskListSortAction ,4,1,0,0,3,5,0,0,3,16,7,3.2,4,1,0.8,12,6,2.4,44.7143,28.0089,1.84703,0.00151799,0.136921,9.09329,0.175609,2,1,1,2,1,0,2,0,11,2,0,2,0,0,2,7,3,0,0,0,0,0, 
282,org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAllAction ,7,3,1,0,6,11,0,0,3,16,4,1.45455,16,4,1.45455,0,3,0.0,139.429,84.4286,8.1666,0.00415321,0.163445,9.28911,0.245869,1,1,0,1,3,0,0,0,9,3,9,0,0,0,3,4,3,0,0,0,0,0, 
283,org::eclipse::mylyn::wikitext::core::parser::LinkAttributes ,3,3,0,0,0,5,1,0,2,33,28,6.6,3,2,0.6,30,28,6.0,32.7143,3.03896,1.49003,0.00562565,0.04351790000000001,0.121386,0.116244,6,2,6,0,10,0,2,0,12,5,20,2,0,0,5,5,4,0,0,0,0,0, 
284,org::eclipse::mylyn::internal::jira::core::model::ServerInfo ,8,3,1,0,6,12,0,0,2,49,12,4.08333,20,5,1.66667,29,10,2.41667,110.714,42.8134,6.56833,0.00556807,0.155929,9.239189999999999,0.221372,10,1,9,1,153,0,9,0,52,18,18,9,0,0,18,20,17,0,0,0,0,0, 
285,org::eclipse::mylyn::internal::monitor::usage::editors::UsageSummaryReportEditorPart ,14,5,1,0,10,26,0,1,3,445,278,17.1154,414,283,15.9231,31,278,1.19231,103.571,4.49567,14.581,0.107371,0.203881,9.51789,0.37968,15,2,0,15,36,0,7,4,189,9,12,6,6,0,1,62,17,0,0,0,0,0, 
286,org::eclipse::mylyn::internal::sandbox::dev::IntrospectObjectAction ,14,4,0,0,9,22,0,0,2,48,7,2.18182,41,7,1.86364,7,4,0.318182,92.0,30.2321,9.313039999999999,0.00766528,0.183568,9.35863,0.333642,14,1,0,14,3,0,1,0,64,3,9,1,0,0,3,32,13,0,0,0,0,0, 
287,org::eclipse::mylyn::internal::wikitext::ui::viewer::AnnotationHyperlinkDetector ,4,4,0,0,0,4,0,0,2,26,20,6.5,19,17,4.75,7,4,1.75,32.7143,2.22527,1.49003,0.0073304,0.04351790000000001,0.121386,0.116244,7,1,2,5,6,1,0,0,50,4,9,0,0,0,2,25,14,0,0,0,0,0, 
288,org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalCategoryWizard ,4,2,0,0,2,7,0,0,2,11,4,1.57143,9,2,1.28571,2,3,0.285714,133.0,69.8571,5.22331,0.00336366,0.145653,9.18542,0.184572,1,1,0,1,3,0,0,0,10,3,0,0,0,0,3,6,3,0,0,0,0,0, 
289,org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowQuickOutlineCommand ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,14,1,0,0,0,0,1,7,4,1,0,0,0,0, 
290,org::eclipse::mylyn::internal::jira::core::model::filter::NobodyFilter ,4,2,0,0,3,7,0,0,1,10,5,1.42857,8,4,1.14286,2,4,0.285714,110.714,58.7,4.58293,0.00233384,0.145075,9.17116,0.186189,2,2,2,0,1,0,1,0,3,2,19,1,0,0,1,3,1,0,0,0,0,0, 
291,org::eclipse::mylyn::internal::java::ui::editor::ActiveFoldingListener ,31,16,0,0,22,47,0,3,2,442,185,9.40425,637,269,13.5532,-195,7,-4.148940000000001,164.0,35.6639,24.988,0.75359,0.217043,9.76435,0.365845,12,2,3,10,36,0,5,0,124,9,17,5,1,0,8,67,28,2,2,0,0,0, 
292,org::eclipse::mylyn::internal::tasks::ui::util::TaskComparator ,4,4,2,0,2,5,2,0,1,71,35,14.2,4,3,0.8,67,32,13.4,9.57143,4.84507,0.0,0.0,0.0,0.0,0.0,13,1,6,7,136,0,6,0,153,17,9,5,4,0,13,67,49,0,0,0,0,0, 
293,org::eclipse::mylyn::internal::tests::report::Build ,3,0,0,0,1,3,0,0,2,15,10,5.0,1,1,0.333333,14,10,4.66667,65.2857,24.4286,3.24474,0.00183889,0.148128,9.148660000000001,0.21996,2,1,2,0,1,0,1,0,6,2,9,1,0,0,2,2,2,0,0,0,0,0, 
294,org::eclipse::mylyn::zest::layouts::constraints::LabelLayoutConstraint ,1,1,0,0,0,2,0,1,1,2,2,1.0,2,2,1.0,0,0,0.0,135.857,43.7143,1.45219,0.000271435,0.00420507,0.04099580000000001,0.00508017,0,1,0,0,0,0,2,0,4,1,10,0,0,2,1,1,1,0,0,0,0,0, 
295,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPageFactory ,6,1,0,0,5,6,0,0,3,12,4,2.0,8,3,1.33333,4,3,0.666667,42.0,8.10714,4.15475,0.00152706,0.162734,9.19857,0.279504,6,2,1,5,15,1,0,4,25,6,17,0,0,0,6,15,9,0,0,0,0,0, 
296,org::eclipse::mylyn::internal::context::ui::actions::ContextActiveActionFilter ,3,1,0,0,2,7,0,2,1,35,26,5.0,35,26,5.0,0,26,0.0,102.714,12.8286,6.790210000000001,0.00849371,0.157961,9.24751,0.230782,2,1,0,2,0,0,0,0,3,1,9,0,0,0,1,3,1,0,0,0,0,0, 
297,org::eclipse::mylyn::internal::context::ui::actions::AbstractInterestManipulationAction ,20,10,1,0,10,26,1,0,2,138,16,5.30769,120,17,4.61538,18,8,0.692308,139.714,58.205,18.0235,0.0365683,0.207819,9.60027,0.367451,6,1,0,6,28,4,5,0,74,8,9,1,0,0,4,33,15,0,0,0,0,0, 
298,org::eclipse::mylyn::internal::jira::core::TaskSchema ,1,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,18.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0, 
299,org::eclipse::mylyn::internal::wikitext::ui::util::css::DescendantSelector ,1,0,0,0,0,2,1,1,1,1,1,0.5,1,1,0.5,0,0,0.0,7.42857,0.571429,0.0,0.0,0.0,0.0,0.0,4,2,2,2,3,0,1,0,17,3,10,1,0,0,3,6,5,0,0,0,0,0, 
300,org::eclipse::mylyn::internal::wikitext::textile::core::block::PreformattedBlock ,3,3,0,0,0,3,0,0,2,11,9,3.66667,11,9,3.66667,0,0,0.0,32.7143,3.74026,1.49003,0.00306854,0.04351790000000001,0.121386,0.116244,8,3,1,7,6,0,6,4,42,4,43,5,0,0,4,20,13,0,0,0,0,0, 
301,org::eclipse::mylyn::internal::java::ui::search::Messages ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.8571,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,3,0,3,1,0,1,0,2,1,2,1,0,0,0,0,0, 
302,org::eclipse::mylyn::internal::bugzilla::ui::BugzillaResultMatchAdapter ,10,4,0,0,6,15,0,1,2,42,6,2.8,34,6,2.26667,8,3,0.533333,164.0,25.9694,8.24642,0.0238411,0.0149857,0.205613,0.00409883,1,1,0,1,3,0,2,0,23,3,9,2,0,0,3,8,7,0,0,0,0,0, 
303,org::eclipse::mylyn::internal::context::ui::preferences::ContextUiPreferencePage ,17,5,0,0,7,22,0,0,2,157,57,7.136360000000001,645,511,29.3182,-488,29,-22.1818,137.286,70.0409,13.8712,0.399081,0.198917,9.49066,0.367883,2,1,0,2,36,0,5,0,111,9,0,5,1,0,7,24,10,0,0,0,0,0, 
304,org::eclipse::mylyn::internal::monitor::core::collection::DataOverviewCollector ,7,3,1,0,5,8,0,1,2,73,37,9.125,46,34,5.75,27,17,3.375,109.857,68.6634,6.7028,0.00518803,0.155439,9.240639999999999,0.217847,10,1,1,9,45,0,9,0,152,10,14,9,0,0,10,91,21,0,0,0,0,0, 
305,org::eclipse::mylyn::internal::web::ui::WebUiBridgePlugin ,15,3,0,0,11,18,0,1,2,70,21,3.88889,45,9,2.5,25,12,1.38889,92.4286,35.1571,12.9863,0.0175221,0.205969,9.48988,0.412084,12,1,6,7,45,0,5,0,51,10,0,4,2,0,8,26,13,0,0,0,0,0, 
306,org::eclipse::mylyn::internal::wikitext::textile::core::validation::Messages ,1,1,0,0,0,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0.0,19.8571,2.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,2,0,9,2,9,2,1,0,1,3,2,0,0,0,0,0, 
307,org::eclipse::mylyn::internal::jira::ui::editor::JiraTaskEditorPageFactory ,14,6,0,0,7,16,1,0,2,43,16,2.6875,25,4,1.5625,18,14,1.125,50.4286,8.35548,6.84276,0.00326277,0.184655,9.30574,0.366346,6,2,0,6,15,0,0,4,26,6,17,0,0,0,6,16,9,0,0,0,0,0, 
308,org::eclipse::mylyn::internal::sandbox::dev::InterestDecrementAction ,3,1,1,0,2,4,0,0,2,7,4,1.75,4,2,1.0,3,3,0.75,70.8571,38.8367,3.13741,0.0012387,0.14525,9.140369999999999,0.20589,0,2,0,0,1,0,0,4,6,2,17,0,0,0,1,2,2,0,0,0,0,0, 
309,upload::UsageAnalysis ,6,3,1,0,3,9,0,0,1,141,111,15.6667,30,16,3.33333,111,95,12.3333,103.714,11.773,5.41242,0.0239147,0.147109,9.19356,0.187565,11,1,0,11,45,0,13,0,307,10,9,0,3,8,7,129,34,0,0,0,0,0, 
310,org::eclipse::mylyn::internal::tasks::core::TaskActivityUtil ,15,8,1,1,9,15,1,1,3,149,53,9.93333,39,10,2.6,110,52,7.33333,81.0,33.0892,10.7478,0.0231392,0.220577,9.46936,0.45342,28,1,26,4,435,0,2,0,194,30,9,2,1,0,27,106,39,0,0,0,0,0, 
311,org::eclipse::mylyn::internal::context::ui::actions::TaskContextAction ,9,3,0,0,5,10,0,0,2,26,5,2.6,26,5,2.6,0,3,0.0,118.714,49.1593,6.9025,0.00335277,0.169087,9.274289999999999,0.287578,3,1,0,3,1,2,1,0,21,2,0,0,0,0,1,9,5,0,0,0,0,0, 
312,org::eclipse::mylyn::internal::resources::ui::ResourceChangeMonitor ,19,7,2,0,13,24,1,1,2,294,92,12.25,142,61,5.91667,152,47,6.33333,92.4286,61.1934,13.1894,0.0391202,0.208349,9.499360000000001,0.418835,10,1,3,8,21,0,2,0,70,7,9,2,0,0,7,28,20,0,0,0,0,0, 
313,org::eclipse::mylyn::wikitext::core::parser::markup::Block ,3,2,0,0,1,4,0,0,2,33,31,8.25,34,28,8.5,-1,3,-0.25,32.7143,3.27273,1.49003,0.010058,0.04351790000000001,0.121386,0.116244,44,2,42,2,21,37,1,4,15,7,36,1,0,0,6,11,5,0,0,0,0,0, 
