,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
389,org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaQuoteBlock , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
390,org::eclipse::mylyn::internal::tasks::ui::CategorizedPresentation , 4 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
391,org::eclipse::mylyn::internal::jira::core::wsdl::beans::AbstractNamedRemoteEntity , 7 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
392,org::eclipse::mylyn::internal::context::ui::AbstractContextLabelProvider , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
393,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteConfiguration , 7 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
394,org::eclipse::mylyn::internal::trac::core::client::Messages , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
395,org::eclipse::mylyn::wikitext::core::parser::markup::token::LineBreakReplacementTokenProcessor , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
396,org::eclipse::mylyn::wikitext::twiki::core::TWikiLanguage , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
397,org::eclipse::mylyn::internal::trac::core::model::TracWikiPageInfo , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
398,org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractTaskEditorFactory , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
399,org::eclipse::mylyn::internal::resources::ui::ResourceUiBridge , 18 , 7 , 1 , 1 , 11 , 0 , 0 , 0 , 0 , 0 , 
400,org::eclipse::mylyn::zest::core::messages::ZestErrorMessages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
401,org::eclipse::mylyn::context::ui::AbstractContextUiBridge , 7 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
402,org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSortAction , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
403,org::eclipse::mylyn::internal::tasks::ui::actions::ToggleWorkingSetAction , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
404,org::eclipse::mylyn::zest::core::viewers::GraphViewer , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
405,org::eclipse::mylyn::internal::tasks::core::TaskRepositoryManager , 20 , 9 , 0 , 0 , 14 , 0 , 0 , 0 , 0 , 0 , 
406,org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssWhitespaceDetector , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
407,org::eclipse::mylyn::internal::sandbox::ui::highlighters::TaskHighlighterMenuContributor , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
408,org::eclipse::mylyn::internal::ide::ui::MarkerViewerInterestSorter , 8 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
409,org::eclipse::mylyn::internal::context::ui::ContentOutlineManager , 4 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
410,org::eclipse::mylyn::internal::bugzilla::ui::tasklist::BugzillaTaskHandler , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
411,org::eclipse::mylyn::internal::monitor::usage::FileDisplayDialog , 10 , 4 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 
412,org::eclipse::mylyn::internal::provisional::tasks::core::RepositoryClientManager , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
413,org::eclipse::mylyn::internal::provisional::commons::ui::AbstractFilteredTree , 6 , 0 , 0 , 0 , 2 , 3 , 2 , 1 , 0 , 1 , 
414,org::eclipse::mylyn::zest::core::widgets::internal::ExpandGraphLabel , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
415,org::eclipse::mylyn::internal::tasks::ui::views::AbstractTaskListPresentation , 4 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
416,org::eclipse::mylyn::internal::provisional::commons::core::CommonMessages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
417,org::eclipse::mylyn::internal::jira::core::AttributeValueConverter , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
418,org::eclipse::mylyn::internal::provisional::commons::ui::CommonsUiUtil , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
419,org::eclipse::mylyn::internal::trac::ui::TracConnectorUi , 18 , 11 , 1 , 0 , 12 , 0 , 0 , 0 , 0 , 0 , 
420,org::eclipse::mylyn::internal::monitor::usage::MonitorFileRolloverJob , 17 , 6 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 0 , 
421,org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchQuery , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
422,org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnectorUi , 8 , 5 , 2 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 
423,org::eclipse::mylyn::internal::wikitext::ui::editor::outline::QuickOutlinePopupDialog , 1 , 0 , 0 , 0 , 0 , 3 , 2 , 0 , 0 , 0 , 
424,org::eclipse::mylyn::internal::trac::ui::editor::TracRenderingEngine , 7 , 4 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 
425,org::eclipse::mylyn::internal::commons::net::PollingProtocolSocketFactory , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
426,org::eclipse::mylyn::internal::wikitext::confluence::core::block::TableBlock , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
427,org::eclipse::mylyn::internal::tasks::ui::editors::TaskRelationHyperlinkDetector , 6 , 2 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
428,org::eclipse::mylyn::internal::tasks::ui::editors::BooleanAttributeEditor , 8 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
429,org::eclipse::mylyn::internal::web::ui::WebResourceContentProvider , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
430,org::xplanner::soap::XPlanner::XPlannerProxy , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
431,org::eclipse::mylyn::internal::team::ui::actions::AddToTaskContextAction , 10 , 3 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
432,org::eclipse::mylyn::internal::jira::core::model::filter::StatusFilter , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
433,org::eclipse::mylyn::internal::context::ui::actions::InterestDecrementAction , 8 , 4 , 1 , 0 , 5 , 2 , 2 , 0 , 0 , 0 , 
434,org::eclipse::mylyn::internal::tasks::ui::editors::AbstractReplyToCommentAction , 12 , 5 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 
435,org::eclipse::mylyn::internal::jira::core::model::Group , 4 , 2 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
436,org::eclipse::mylyn::internal::web::tasks::NamedPattern , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
437,org::eclipse::mylyn::internal::sandbox::ui::actions::OpenRelatedElementsPopupDialogAction , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
438,org::eclipse::mylyn::internal::tasks::ui::util::CopyAttachmentToClipboardJob , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
439,org::eclipse::mylyn::internal::tasks::ui::commands::NewLocalTaskHandler , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
440,org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimpleWrappedPhraseModifier , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
441,org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart , 6 , 2 , 0 , 0 , 4 , 1 , 1 , 0 , 0 , 0 , 
442,org::eclipse::mylyn::internal::jira::core::service::Messages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
443,org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
444,org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet , 3 , 2 , 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 
445,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
446,org::eclipse::mylyn::internal::context::ui::ColorMap , 7 , 4 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
447,org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
448,org::eclipse::mylyn::internal::trac::core::client::TracRemoteException , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
449,org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler , 6 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
450,org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart , 1 , 1 , 1 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 
451,org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
452,org::eclipse::mylyn::wikitext::core::util::anttask::Messages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
453,org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider , 11 , 5 , 1 , 1 , 7 , 0 , 0 , 0 , 0 , 0 , 
454,org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement , 4 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
455,org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
456,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart , 8 , 4 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 
457,org::eclipse::mylyn::internal::context::ui::actions::Messages , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
458,org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction , 14 , 3 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 0 , 
459,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart , 1 , 1 , 0 , 0 , 1 , 2 , 1 , 0 , 0 , 0 , 
460,org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
461,org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater , 4 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
462,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
463,org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
464,org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo , 9 , 3 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
465,org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler , 66 , 40 , 5 , 3 , 39 , 2 , 1 , 0 , 0 , 2 , 
466,org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
467,org::eclipse::mylyn::internal::tasks::ui::commands::Messages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
468,org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
469,org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer , 27 , 16 , 4 , 3 , 20 , 1 , 1 , 0 , 0 , 0 , 
470,org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
471,org::eclipse::mylyn::tasklist::tests::Job , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
472,org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
473,org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
474,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue , 7 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
475,org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector , 52 , 24 , 3 , 1 , 35 , 2 , 2 , 0 , 0 , 0 , 
476,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
477,org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery , 4 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
478,org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
479,org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
480,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
481,org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
482,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation , 19 , 10 , 1 , 0 , 15 , 0 , 0 , 0 , 0 , 0 , 
483,org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor , 12 , 4 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 
484,org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter , 5 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
485,org::eclipse::mylyn::internal::trac::core::model::TracAttachment , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
486,org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin , 6 , 5 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
487,org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
488,org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner , 13 , 6 , 1 , 1 , 7 , 0 , 0 , 0 , 0 , 0 , 
489,org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
490,org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter , 19 , 13 , 2 , 0 , 13 , 0 , 0 , 0 , 0 , 0 , 
491,org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin , 4 , 2 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
492,org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource , 4 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
493,org::eclipse::mylyn::context::ui::ContextUi , 7 , 2 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 
494,org::eclipse::mylyn::internal::trac::ui::editor::Messages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
495,org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage , 6 , 1 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
496,org::eclipse::mylyn::internal::context::ui::preferences::Messages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
497,org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge , 17 , 6 , 0 , 0 , 13 , 0 , 0 , 0 , 0 , 0 , 
498,org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager , 1 , 1 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
499,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory , 8 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
500,org::eclipse::mylyn::internal::trac::core::TracAttachmentHandler , 27 , 18 , 1 , 0 , 19 , 0 , 0 , 0 , 0 , 0 , 
501,org::eclipse::mylyn::wikitext::core::util::LocatorImpl , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
502,org::eclipse::mylyn::internal::tasks::ui::AbstractTaskListFilter , 20 , 10 , 2 , 0 , 15 , 0 , 0 , 0 , 0 , 0 , 
503,org::eclipse::mylyn::tasks::ui::AbstractTaskRepositoryLinkProvider , 9 , 2 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 
504,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::MonospacePhraseModifier , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
505,org::eclipse::mylyn::internal::wikitext::twiki::core::validation::Messages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
506,org::eclipse::mylyn::internal::bugzilla::ui::editor::Messages , 3 , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
507,org::eclipse::mylyn::internal::bugzilla::ui::actions::AbstractFavoritesAction , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
508,org::eclipse::mylyn::internal::pde::ui::FocusedApiToolsJavadocCompletionProposalComputer , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
509,org::eclipse::mylyn::internal::jira::core::service::JiraClient , 31 , 19 , 4 , 1 , 18 , 0 , 0 , 0 , 0 , 0 , 
510,org::eclipse::mylyn::internal::jira::core::model::filter::ContentFilter , 5 , 3 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
511,org::eclipse::mylyn::internal::tasks::ui::actions::DeleteAction , 30 , 10 , 1 , 0 , 14 , 0 , 0 , 0 , 0 , 0 , 
512,org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemotePermissionException , 7 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
513,org::eclipse::mylyn::tasks::ui::TasksUiImages , 10 , 3 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
514,org::eclipse::mylyn::wikitext::core::parser::outline::OutlineItem , 10 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
515,org::eclipse::mylyn::internal::tasks::bugs::actions::NewTaskFromErrorAction , 10 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
516,org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::FastMarkupPartitioner , 6 , 5 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 
517,org::eclipse::mylyn::commons::net::WebRequest , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
518,org::eclipse::mylyn::internal::jira::ui::editor::TimeSpanAttributeEditor , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
519,org::eclipse::mylyn::internal::wikitext::ui::editor::validation::Messages , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
520,org::eclipse::mylyn::zest::layouts::algorithms::DirectedGraphLayoutAlgorithm , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
521,org::eclipse::mylyn::wikitext::core::parser::builder::DocBookDocumentBuilder , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
522,org::eclipse::mylyn::wikitext::core::validation::Messages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
523,org::eclipse::mylyn::internal::commons::ui::WorkbenchUtil , 2 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
524,org::eclipse::mylyn::internal::tasks::ui::TasksUiFactory , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
525,org::eclipse::mylyn::bugzilla::deprecated::DummySearchHitProvider , 3 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
526,org::eclipse::mylyn::internal::context::core::LegacyActivityAdaptor , 10 , 4 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 
527,org::eclipse::mylyn::internal::sandbox::dev::views::RepositorySpyView , 8 , 2 , 0 , 0 , 5 , 1 , 1 , 0 , 0 , 0 , 
528,org::eclipse::mylyn::wikitext::ui::commands::Messages , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
529,org::eclipse::mylyn::internal::sandbox::ui::highlighters::EditHighlightersAction , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
530,org::eclipse::mylyn::internal::tasks::ui::views::TaskListCellModifier , 26 , 8 , 1 , 1 , 16 , 0 , 0 , 0 , 0 , 0 , 
531,org::eclipse::mylyn::zest::layouts::exampleStructures::SimpleRelationship , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
532,org::eclipse::mylyn::internal::jira::ui::JiraUiPlugin , 13 , 6 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
533,org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskListElementPropertiesHandler , 6 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
534,org::eclipse::mylyn::team::ui::AbstractTaskReference , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
535,org::eclipse::mylyn::internal::bugzilla::ui::BugzillaUiPlugin , 44 , 29 , 3 , 0 , 28 , 0 , 0 , 0 , 0 , 0 , 
536,org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaWizardPage , 10 , 4 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
537,org::eclipse::mylyn::internal::web::tasks::WebRepositorySettingsPage , 12 , 7 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
538,org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::AutoLinkSwitchPhraseModifier , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
539,org::eclipse::mylyn::monitor::internal::CardinalStatistic , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
540,org::eclipse::mylyn::internal::pde::ui::PdeStructureBridge , 17 , 4 , 0 , 0 , 11 , 0 , 0 , 0 , 0 , 0 , 
541,org::eclipse::mylyn::internal::tasks::ui::wizards::Messages , 7 , 4 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
542,org::eclipse::mylyn::internal::tasks::ui::actions::NewLocalTaskAction , 16 , 6 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 
543,org::eclipse::mylyn::internal::wikitext::ui::editor::Messages , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
544,org::eclipse::mylyn::internal::trac::ui::editor::TracCcAttributeEditor , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
545,org::eclipse::mylyn::internal::tasks::ui::TaskLabelDecorator , 23 , 6 , 0 , 0 , 13 , 1 , 1 , 0 , 0 , 0 , 
546,org::eclipse::mylyn::tasks::core::data::AbstractTaskAttachmentHandler , 4 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
547,org::eclipse::mylyn::internal::bugzilla::core::SaxBugzillaQueryContentHandler , 27 , 12 , 3 , 1 , 16 , 0 , 0 , 0 , 0 , 0 , 
548,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemotePermission , 7 , 4 , 1 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
549,org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityWrappingReplacementToken , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
550,org::eclipse::mylyn::internal::commons::net::PollingInputStream , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
551,org::eclipse::mylyn::internal::web::tasks::WebImages , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
552,org::eclipse::mylyn::internal::tasks::ui::views::TaskListView , 197 , 92 , 11 , 5 , 85 , 4 , 2 , 1 , 0 , 1 , 
553,org::eclipse::mylyn::internal::wikitext::core::validation::StandaloneMarkupValidator , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
554,org::eclipse::mylyn::internal::tasks::core::RepositoryExternalizationParticipant , 8 , 4 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 
555,org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiUsageDetector , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
556,org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::EditorPreferencePage , 9 , 5 , 1 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 
557,org::eclipse::mylyn::internal::wikitext::ui::validation::Messages , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
558,org::eclipse::mylyn::internal::tasks::ui::deprecated::RepositoryTaskEditorInput , 4 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
559,org::eclipse::mylyn::internal::bugzilla::ui::actions::ViewOfflineReportAction , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
560,org::eclipse::mylyn::internal::wikitext::twiki::core::token::IconReplacementToken , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
561,org::eclipse::mylyn::internal::tasks::core::sync::SubmitTaskAttachmentJob , 8 , 3 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 
562,org::eclipse::mylyn::internal::jira::core::model::filter::UserFilter , 5 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 
563,org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::ChangesetLinkReplacementToken , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
