,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
200,chain::test::b::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
201,org::eclipse::osgi::internal::resolver::UserState , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
202,org::eclipse::osgi::internal::signedcontent::SignedBundleHook , 4 , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
203,org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl , 11 , 10 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
204,org::eclipse::osgi::internal::resolver::HostSpecificationImpl , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
205,org::osgi::framework::BundlePermission , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
206,org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
207,org::eclipse::osgi::framework::internal::core::GlobalPolicy , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
208,org::eclipse::osgi::framework::internal::core::BundleContextImpl , 11 , 8 , 2 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 
209,legacy::lazystart::b::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
210,org::eclipse::osgi::framework::debug::FrameworkDebugOptions , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
211,org::eclipse::osgi::internal::module::ResolverConstraint , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
212,org::eclipse::osgi::internal::module::MappedList , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
213,org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
214,org::eclipse::osgi::framework::internal::core::SingleSourcePackage , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
215,org::osgi::framework::FrameworkUtil , 4 , 4 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
216,org::eclipse::osgi::framework::internal::core::ManifestLocalization , 7 , 7 , 2 , 1 , 1 , 2 , 0 , 0 , 0 , 0 , 
217,org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook , 5 , 5 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 
218,org::eclipse::osgi::framework::internal::core::Constants , 18 , 18 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
219,org::osgi::service::condpermadmin::BundleLocationCondition , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
220,org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
221,org::eclipse::osgi::internal::signedcontent::SignedStorageHook , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
222,org::eclipse::osgi::framework::internal::core::FrameworkConsole , 16 , 13 , 1 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 
223,org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
224,org::eclipse::osgi::internal::resolver::ResolverErrorImpl , 6 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
225,substitutes::y::Ky , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
226,org::osgi::framework::AdminPermission , 7 , 7 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 
227,org::eclipse::osgi::internal::signedcontent::SignerInfoImpl , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
228,org::eclipse::core::launcher::Main , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
229,org::eclipse::osgi::baseadaptor::BaseData , 7 , 7 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 
230,osgi::lazystart::b::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
231,org::eclipse::osgi::framework::adaptor::BundleProtectionDomain , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
232,org::eclipse::osgi::framework::adaptor::FilePath , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
233,org::eclipse::osgi::internal::baseadaptor::DevClassPathHelper , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
234,osgi::lazystart::LazyExclude2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
235,org::eclipse::osgi::baseadaptor::BaseAdaptor , 4 , 4 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
236,org::eclipse::osgi::internal::resolver::ImportPackageSpecificationImpl , 6 , 6 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
237,org::eclipse::osgi::framework::internal::core::FilteredSourcePackage , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
238,org::eclipse::osgi::internal::resolver::NativeCodeSpecificationImpl , 4 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
239,org::osgi::framework::BundleEvent , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
240,org::eclipse::osgi::internal::baseadaptor::BundleUninstall , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
241,org::eclipse::osgi::internal::resolver::NativeCodeDescriptionImpl , 1 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
242,org::eclipse::osgi::internal::baseadaptor::BaseStorage , 18 , 16 , 2 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 
243,org::eclipse::osgi::framework::internal::protocol::bundleresource::Handler , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
244,org::osgi::framework::Version , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
245,xfriends::test2::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
246,org::eclipse::osgi::storagemanager::ManagedOutputStream , 2 , 2 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 
247,org::eclipse::osgi::baseadaptor::loader::ClasspathEntry , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
248,org::eclipse::osgi::framework::internal::core::Util , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
249,osgi::lazystart::LazyInclude2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
250,chain::test::a::AChain , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
251,org::eclipse::osgi::internal::resolver::ReadOnlyState , 13 , 12 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
252,substitutes::y::Iy , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
253,client1::multiple::exports::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
254,org::eclipse::osgi::internal::module::ResolverImport , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
255,org::eclipse::osgi::framework::internal::protocol::NullURLStreamHandlerService , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
256,org::eclipse::osgi::framework::internal::core::FilteredServiceListener , 2 , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
257,org::eclipse::core::runtime::adaptor::EclipseLog , 18 , 13 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
258,org::eclipse::osgi::internal::baseadaptor::StateManager , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
259,org::eclipse::osgi::baseadaptor::HookRegistry , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
260,org::eclipse::osgi::service::security::TrustEngine , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
261,org::eclipse::osgi::framework::internal::core::BundleLoaderProxy , 16 , 16 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
262,org::eclipse::osgi::util::ManifestElement , 5 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
263,org::eclipse::osgi::framework::internal::core::RegisteredPolicy , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
264,org::eclipse::osgi::framework::eventmgr::ListenerQueue , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
265,org::eclipse::core::runtime::internal::adaptor::EclipseStorageHook , 5 , 5 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 
266,org::osgi::service::url::AbstractURLStreamHandlerService , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
267,org::eclipse::osgi::framework::internal::core::OSGi , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
268,test1::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
269,nativetest::a1::Activator , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
270,org::eclipse::osgi::internal::signedcontent::SignedContentFile , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
271,org::eclipse::equinox::launcher::JNIBridge , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
272,org::eclipse::core::runtime::internal::adaptor::MessageHelper , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
273,substitutes::x::Bx , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
274,org::eclipse::osgi::framework::internal::core::ConditionalPermissions , 8 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
275,legacy::lazystart::c::excluded::b::CBExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
276,org::eclipse::osgi::internal::module::GenericConstraint , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
277,org::eclipse::osgi::framework::internal::core::NullPackageSource , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
278,org::eclipse::osgi::internal::resolver::StateImpl , 46 , 44 , 8 , 4 , 1 , 8 , 0 , 0 , 0 , 0 , 
279,org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
280,org::osgi::service::condpermadmin::BundleSignerCondition , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
281,chain::test::a::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
282,org::eclipse::osgi::framework::internal::core::BundleFragment , 7 , 7 , 2 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 
283,org::eclipse::osgi::framework::internal::core::BundleURLConnection , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
284,org::eclipse::osgi::framework::internal::protocol::StreamHandlerFactory , 9 , 7 , 3 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
285,org::eclipse::osgi::framework::internal::protocol::MultiplexingContentHandler , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
286,org::eclipse::osgi::framework::internal::core::ParentPolicy , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
287,org::eclipse::osgi::framework::internal::core::Tokenizer , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
288,org::eclipse::osgi::framework::eventmgr::ListElement , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
289,org::eclipse::osgi::framework::eventmgr::EventManager , 5 , 5 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
290,legacy::lazystart::a::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
291,org::eclipse::osgi::internal::baseadaptor::AdaptorMsg , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
292,thread::locktest::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
293,legacy::lazystart::FalseExceptionLegacy1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
294,legacy::lazystart::c::excluded::a::CAExcluded , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
295,org::eclipse::osgi::framework::internal::protocol::bundleentry::Handler , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
296,org::eclipse::core::runtime::internal::adaptor::CachedManifest , 6 , 6 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
297,org::eclipse::osgi::signedcontent::InvalidContentException , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
298,org::eclipse::osgi::framework::internal::core::FilterImpl , 5 , 3 , 2 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 
299,org::eclipse::osgi::internal::resolver::ExportPackageDescriptionImpl , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
300,host::multiple::exports::PublicClass1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
301,org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
302,org::eclipse::osgi::internal::signedcontent::DigestedInputStream , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
303,org::eclipse::osgi::internal::resolver::StateBuilder , 21 , 21 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
304,org::eclipse::core::runtime::internal::stats::ClassStats , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
305,host::multiple::exports::PrivateClass1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
306,org::eclipse::osgi::internal::resolver::BundleSpecificationImpl , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
307,org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
308,org::eclipse::osgi::framework::internal::core::ReferenceInputStream , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
309,osgi::lazystart::a::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
310,org::eclipse::osgi::internal::signedcontent::DNChainMatching , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
311,org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
312,org::eclipse::osgi::internal::baseadaptor::BaseClassLoadingHook , 3 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
313,org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 1 , 1 , 0 , 
314,org::eclipse::osgi::framework::launcher::Launcher , 4 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
315,org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl , 4 , 4 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
316,org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
317,fragment::test::attach::host::a::Activator , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
318,org::osgi::util::tracker::ServiceTracker , 8 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
319,org::eclipse::osgi::framework::internal::core::BundleRepository , 3 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
320,org::eclipse::osgi::internal::module::ResolverBundle , 18 , 17 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
321,substitutes::x::Mx , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
322,substitutes::q::BFq , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
323,org::eclipse::osgi::internal::baseadaptor::BaseStorageHook , 10 , 9 , 2 , 2 , 0 , 4 , 0 , 0 , 0 , 0 , 
