,Unnamed: 0,classname,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 22
130,708,org::eclipse::jdt::core::formatter::CodeFormatter ,26,11,0,8,243.0,129.0,9.34615,58.0,15.0,2.23077,185.0,114.0,7.11538,246.571,187.30900000000003,0,0,0,0,0, 
131,710,org::eclipse::jdt::internal::core::BufferCache ,26,6,0,5,160.0,54.0,6.15385,138.0,54.0,5.30769,22.0,12.0,0.8461540000000001,367.0,99.8339,0,0,0,0,0, 
132,715,org::eclipse::jdt::internal::core::dom::rewrite::TokenScanner ,15,5,0,7,71.0,20.0,4.7333300000000005,451.0,193.0,30.0667,-380.0,0.0,-25.3333,220.143,34.5775,0,0,0,0,0, 
133,717,org::eclipse::jdt::internal::compiler::ReadManager ,2,0,0,1,51.0,51.0,25.5,29.0,29.0,14.5,22.0,22.0,11.0,9.57143,3.5714300000000003,2,0,0,0,0, 
134,720,org::eclipse::jdt::internal::core::index::DiskIndex ,92,10,0,9,4436.0,799.0,48.2174,1611.0,370.0,17.5109,2825.0,799.0,30.7065,228.429,78.6207,0,0,0,0,0, 
135,721,org::eclipse::jdt::internal::core::JarEntryDirectory ,3,0,0,1,20.0,12.0,6.66667,47.0,47.0,15.6667,-27.0,12.0,-9.0,66.7143,0.0,0,0,0,0,0, 
136,726,org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding ,22,4,0,5,137.0,56.0,6.22727,125.0,56.0,5.68182,12.0,5.0,0.545455,367.0,74.6257,0,0,0,0,0, 
137,730,org::eclipse::jdt::internal::compiler::ast::EqualExpression ,91,9,0,9,4093.0,543.0,44.978,2902.0,552.0,31.8901,1191.0,329.0,13.0879,367.0,145.41899999999998,0,0,0,0,0, 
138,731,org::eclipse::jdt::internal::core::jdom::CompilationUnit ,30,4,0,4,187.0,54.0,6.2333300000000005,179.0,54.0,5.96667,8.0,4.0,0.266667,367.0,38.0183,0,0,0,0,0, 
139,732,org::eclipse::jdt::internal::core::search::matching::ConstructorLocator ,38,3,0,8,436.0,124.0,11.4737,248.0,50.0,6.52632,188.0,106.0,4.947369999999999,248.571,71.0465,1,0,0,0,0, 
140,733,org::eclipse::jdt::internal::compiler::parser::RecoveredUnit ,47,7,0,7,622.0,205.0,13.234000000000002,535.0,205.0,11.383,87.0,59.0,1.85106,367.0,83.5916,0,0,0,0,0, 
141,734,org::eclipse::jdt::internal::core::dom::rewrite::LineInformation ,4,2,0,3,4.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,133.143,18.7857,0,0,0,0,0, 
142,735,org::eclipse::jdt::internal::core::TypeParameterElementInfo ,4,3,0,2,6.0,4.0,1.5,6.0,4.0,1.5,0.0,0.0,0.0,198.143,45.2857,0,0,0,0,0, 
143,736,org::eclipse::jdt::internal::eval::CodeSnippetMessageSend ,79,9,0,8,1117.0,282.0,14.1392,963.0,282.0,12.1899,154.0,52.0,1.94937,367.0,104.602,2,0,0,0,0, 
144,741,org::eclipse::jdt::internal::core::search::indexing::IndexRequest ,31,5,0,7,149.0,28.0,4.80645,153.0,28.0,4.93548,-4.0,14.0,-0.12903199999999998,334.57099999999997,64.9636,0,0,0,0,0, 
145,743,org::eclipse::jdt::core::dom::TryStatement ,38,13,0,7,526.0,195.0,13.8421,315.0,195.0,8.28947,211.0,91.0,5.552630000000001,333.14300000000003,71.5997,0,0,0,0,0, 
146,745,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodTypeParameter ,12,4,0,5,100.0,44.0,8.33333,12.0,4.0,1.0,88.0,44.0,7.33333,218.857,13.0314,0,0,0,0,0, 
147,747,org::eclipse::jdt::internal::compiler::ast::FloatLiteral ,25,6,0,4,298.0,84.0,11.92,271.0,84.0,10.84,27.0,27.0,1.08,367.0,104.05799999999999,0,0,0,0,0, 
148,750,org::eclipse::jdt::internal::core::ClasspathValidation ,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,1,0,1,1,0, 
149,757,org::eclipse::jdt::internal::core::PackageDeclaration ,39,3,0,8,169.0,49.0,4.33333,151.0,49.0,3.8717900000000003,18.0,8.0,0.461538,367.0,68.6407,0,0,0,0,0, 
150,760,org::eclipse::jdt::internal::compiler::ast::FalseLiteral ,24,5,0,4,160.0,67.0,6.66667,167.0,67.0,6.95833,-7.0,6.0,-0.291667,367.0,69.8107,0,0,0,0,0, 
151,764,org::eclipse::jdt::internal::core::JarEntryFile ,32,5,0,5,256.0,81.0,8.0,253.0,81.0,7.90625,3.0,22.0,0.09375,367.0,132.69299999999998,0,0,0,0,0, 
152,777,org::eclipse::jdt::internal::compiler::classfmt::ClassFileStruct ,41,4,0,7,960.0,285.0,23.4146,1208.0,297.0,29.4634,-248.0,7.0,-6.048780000000001,367.0,64.3007,0,0,0,0,0, 
153,779,org::eclipse::jdt::internal::codeassist::select::SelectionJavadocParser ,9,1,0,3,28.0,8.0,3.11111,19.0,6.0,2.11111,9.0,2.0,1.0,169.571,35.3418,0,0,0,0,0, 
154,786,org::eclipse::jdt::internal::core::util::StackMapTableAttribute ,4,1,0,2,80.0,40.0,20.0,22.0,11.0,5.5,58.0,29.0,14.5,150.714,17.9286,0,0,0,0,0, 
155,787,org::eclipse::jdt::internal::core::PackageFragment ,104,11,0,7,1487.0,369.0,14.2981,1299.0,369.0,12.4904,188.0,39.0,1.8076900000000002,367.0,86.1225,0,0,0,0,0, 
156,798,org::eclipse::jdt::internal::compiler::batch::ClasspathJar ,57,13,0,6,854.0,168.0,14.9825,614.0,100.0,10.7719,240.0,167.0,4.21053,367.0,138.317,1,0,0,0,0, 
