,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
104,org::eclipse::jdt::core::dom::AssertStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
105,org::eclipse::jdt::internal::core::search::matching::PackageDeclarationPattern , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 14 , 0.0 , 0.0 , 15 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
106,org::eclipse::jdt::core::dom::InternalASTRewrite , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 15.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 6.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
107,org::eclipse::jdt::internal::compiler::classfmt::ClassFileReader , 6 , 0 , 4 , 2 , 277 , 0 , 3 , 92 , 262.0 , 8.0 , 9 , 3 , 5 , 0.0 , 4 , 68.0 , 65.0 , 0 , 0 , 0 , 0 , 0 , 
108,org::eclipse::jdt::internal::core::search::JavaSearchParticipant , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 4.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
109,org::eclipse::jdt::internal::core::ImportContainer , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 3 , 10.0 , 0.0 , 16 , 0 , 0 , 0.0 , 1 , 6.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
110,org::eclipse::jdt::core::dom::TypeParameter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
111,org::eclipse::jdt::internal::compiler::env::NameEnvironmentAnswer , 7 , 0 , 6 , 1 , 17 , 0 , 0 , 0 , 9.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 4.0 , 6.0 , 0 , 0 , 0 , 0 , 0 , 
112,org::eclipse::jdt::core::CompletionContext , 2 , 0 , 0 , 2 , 117 , 0 , 5 , 9 , 117.0 , 13.0 , 9 , 0 , 0 , 0.0 , 13 , 44.0 , 29.0 , 1 , 0 , 0 , 0 , 0 , 
113,org::eclipse::jdt::internal::core::index::EntryResult , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 3.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
114,org::eclipse::jdt::internal::compiler::problem::AbortCompilation , 2 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 1.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
115,org::eclipse::jdt::core::dom::SynchronizedStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
116,org::eclipse::jdt::core::dom::DefaultCommentMapper , 2 , 0 , 0 , 2 , 12 , 0 , 0 , 0 , 18.0 , 1.0 , 1 , 0 , 0 , 0.0 , 1 , 4.0 , 8.0 , 0 , 0 , 0 , 0 , 0 , 
117,org::eclipse::jdt::internal::core::util::EnclosingMethodAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
118,org::eclipse::jdt::internal::compiler::ast::ArrayInitializer , 1 , 2 , 0 , 1 , 0 , 0 , 0 , 166 , 15.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 9.0 , 9.0 , 0 , 0 , 0 , 0 , 0 , 
119,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberValueName , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 160 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
120,org::eclipse::jdt::internal::compiler::impl::ShortConstant , 3 , 0 , 2 , 1 , 11 , 0 , 0 , 9 , 6.0 , 1.0 , 1 , 1 , 1 , 1.0 , 0 , 3.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
121,org::eclipse::jdt::internal::core::search::matching::OrLocator , 4 , 0 , 0 , 4 , 0 , 0 , 0 , 23 , 21.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 4.0 , 7.0 , 0 , 0 , 0 , 0 , 0 , 
122,org::eclipse::jdt::internal::core::OpenableElementInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
123,org::eclipse::jdt::internal::compiler::ast::IntLiteralMinValue , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 6 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
124,org::eclipse::jdt::internal::core::search::matching::AndLocator , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
125,org::eclipse::jdt::internal::compiler::codegen::CharArrayCache , 1 , 0 , 0 , 1 , 22 , 0 , 0 , 0 , 34.0 , 2.0 , 1 , 0 , 2 , 0.0 , 0 , 5.0 , 11.0 , 0 , 0 , 0 , 0 , 0 , 
126,org::eclipse::jdt::internal::core::search::matching::MethodLocator , 8 , 0 , 0 , 8 , 124 , 0 , 1 , 23 , 307.0 , 8.0 , 4 , 1 , 4 , 0.0 , 1 , 108.0 , 97.0 , 3 , 0 , 0 , 0 , 0 , 
127,org::eclipse::jdt::core::BufferChangedEvent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
128,org::eclipse::jdt::internal::core::NullBuffer , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
129,org::eclipse::jdt::core::dom::ReturnStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
130,org::eclipse::jdt::internal::core::CopyPackageFragmentRootOperation , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 10.0 , 1.0 , 1 , 0 , 0 , 0 , 0 , 
131,org::eclipse::jdt::internal::core::MultiOperation , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 7.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 5.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
132,org::eclipse::jdt::internal::core::ProjectReferenceChange , 1 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 11.0 , 1.0 , 0 , 0 , 0 , 0.0 , 1 , 18.0 , 2.0 , 1 , 0 , 0 , 0 , 0 , 
133,org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
134,org::eclipse::jdt::internal::core::search::processing::JobManager , 2 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 34.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 4.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
135,org::eclipse::jdt::internal::core::search::matching::MemberDeclarationVisitor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
136,org::eclipse::jdt::core::dom::SimpleName , 12 , 0 , 12 , 0 , 14 , 0 , 0 , 1 , 14.0 , 1.0 , 5 , 0 , 0 , 0.0 , 0 , 6.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
137,org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 40.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
138,org::eclipse::jdt::internal::core::builder::JavaBuilder , 13 , 0 , 4 , 11 , 176 , 0 , 5 , 0 , 180.0 , 6.0 , 0 , 0 , 3 , 4.0 , 0 , 95.0 , 47.0 , 0 , 0 , 0 , 0 , 0 , 
139,org::eclipse::jdt::core::dom::AnnotationTypeDeclaration , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
140,org::eclipse::jdt::internal::compiler::util::SimpleNameVector , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
141,org::eclipse::jdt::internal::core::SearchableEnvironment , 7 , 0 , 2 , 5 , 39 , 0 , 0 , 26 , 57.0 , 4.0 , 1 , 0 , 3 , 0.0 , 1 , 24.0 , 24.0 , 1 , 0 , 0 , 0 , 0 , 
142,org::eclipse::jdt::core::dom::LabeledStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
143,org::eclipse::jdt::internal::core::search::AbstractSearchScope , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
144,org::eclipse::jdt::internal::core::hierarchy::HierarchyBuilder , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 53.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 6.0 , 12.0 , 0 , 0 , 0 , 0 , 0 , 
145,org::eclipse::jdt::internal::compiler::ast::Argument , 4 , 2 , 4 , 0 , 0 , 0 , 0 , 165 , 28.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 7.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
146,org::eclipse::jdt::internal::codeassist::MissingTypesGuesser , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
147,org::eclipse::jdt::internal::core::util::JavaElementFinder , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
148,org::eclipse::jdt::internal::compiler::flow::ConditionalFlowInfo , 0 , 0 , 0 , 0 , 286 , 0 , 0 , 2 , 50.0 , 11.0 , 16 , 0 , 0 , 0.0 , 11 , 24.0 , 18.0 , 0 , 0 , 0 , 0 , 0 , 
149,org::eclipse::jdt::internal::core::search::JavaWorkspaceScope , 8 , 0 , 2 , 5 , 26 , 0 , 2 , 3 , 83.0 , 3.0 , 8 , 3 , 2 , 0.0 , 1 , 40.0 , 24.0 , 0 , 0 , 0 , 0 , 0 , 
150,org::eclipse::jdt::internal::core::MoveResourceElementsOperation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 1.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
151,org::eclipse::jdt::internal::core::BatchInitializationMonitor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
152,org::eclipse::jdt::internal::compiler::util::Util , 38 , 0 , 33 , 7 , 130 , 0 , 7 , 12 , 300.0 , 9.0 , 1 , 2 , 1 , 2.0 , 8 , 98.0 , 56.0 , 1 , 0 , 0 , 0 , 0 , 
153,org::eclipse::jdt::internal::core::CancelableProblemFactory , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
154,org::eclipse::jdt::internal::core::LocalVariable , 9 , 0 , 3 , 6 , 69 , 0 , 1 , 3 , 101.0 , 3.0 , 18 , 0 , 3 , 1.0 , 0 , 25.0 , 22.0 , 1 , 0 , 0 , 0 , 0 , 
155,org::eclipse::jdt::internal::compiler::ast::MethodDeclaration , 2 , 2 , 2 , 2 , 0 , 0 , 0 , 163 , 53.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 11.0 , 18.0 , 2 , 0 , 0 , 0 , 0 , 
156,org::eclipse::jdt::internal::core::ResolvedBinaryType , 2 , 0 , 3 , 0 , 5 , 0 , 0 , 17 , 7.0 , 1.0 , 42 , 0 , 0 , 0.0 , 1 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
157,org::eclipse::jdt::internal::compiler::lookup::InnerEmulationDependency , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
158,org::eclipse::jdt::internal::core::CreateTypeOperation , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 3 , 5.0 , 1.0 , 10 , 0 , 0 , 0.0 , 0 , 4.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
159,org::eclipse::jdt::internal::core::hierarchy::RegionBasedHierarchyBuilder , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 4.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
160,org::eclipse::jdt::internal::core::util::PublicScanner , 5 , 0 , 1 , 6 , 770 , 0 , 28 , 2 , 862.0 , 17.0 , 1 , 10 , 9 , 12.0 , 7 , 148.0 , 289.0 , 0 , 0 , 0 , 0 , 0 , 
161,org::eclipse::jdt::internal::compiler::ast::Block , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 165 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
162,org::eclipse::jdt::internal::core::search::matching::MatchLocator , 19 , 0 , 2 , 20 , 683 , 0 , 4 , 0 , 673.0 , 13.0 , 1 , 3 , 2 , 1.0 , 3 , 200.0 , 254.0 , 5 , 0 , 1 , 0 , 0 , 
163,org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall , 3 , 2 , 1 , 2 , 0 , 0 , 1 , 165 , 61.0 , 0.0 , 2 , 0 , 0 , 1.0 , 0 , 30.0 , 32.0 , 1 , 0 , 0 , 0 , 0 , 
164,org::eclipse::jdt::core::dom::SimpleType , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
165,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter , 3 , 0 , 0 , 3 , 54 , 0 , 3 , 0 , 62.0 , 4.0 , 1 , 6 , 0 , 9.0 , 4 , 12.0 , 10.0 , 0 , 0 , 0 , 0 , 0 , 
166,org::eclipse::jdt::internal::core::builder::ProblemFactory , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
167,org::eclipse::jdt::internal::core::ExternalFolderChange , 1 , 0 , 0 , 1 , 7 , 0 , 0 , 0 , 14.0 , 2.0 , 0 , 0 , 2 , 0.0 , 0 , 10.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
168,org::eclipse::jdt::internal::compiler::ClassFilePool , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 7.0 , 0.0 , 0 , 0 , 0 , 0.0 , 0 , 0.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
169,org::eclipse::jdt::internal::core::hierarchy::HierarchyType , 0 , 0 , 0 , 0 , 4 , 0 , 1 , 4 , 4.0 , 1.0 , 2 , 0 , 0 , 1.0 , 1 , 1.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
170,org::eclipse::jdt::internal::compiler::batch::Main , 18 , 0 , 1 , 17 , 516 , 0 , 23 , 14 , 1410.0 , 19.0 , 1 , 6 , 12 , 14.0 , 9 , 517.0 , 383.0 , 2 , 0 , 0 , 0 , 0 , 
171,org::eclipse::jdt::internal::compiler::ast::CombinedBinaryExpression , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 30 , 3.0 , 1.0 , 2 , 0 , 1 , 0.0 , 0 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
172,org::eclipse::jdt::internal::core::util::RuntimeInvisibleAnnotationsAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
173,org::eclipse::jdt::internal::antadapter::AntAdapterMessages , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
174,org::eclipse::jdt::internal::core::search::indexing::SaveIndex , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 3 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
175,org::eclipse::jdt::internal::core::JavaModel , 7 , 0 , 6 , 2 , 259 , 0 , 1 , 3 , 50.0 , 9.0 , 19 , 0 , 2 , 1.0 , 6 , 26.0 , 16.0 , 1 , 1 , 0 , 0 , 0 , 
176,org::eclipse::jdt::internal::compiler::lookup::FieldBinding , 5 , 2 , 4 , 4 , 63 , 0 , 0 , 120 , 115.0 , 3.0 , 4 , 0 , 0 , 0.0 , 3 , 32.0 , 17.0 , 3 , 0 , 0 , 0 , 0 , 
177,org::eclipse::jdt::internal::compiler::lookup::ParameterizedFieldBinding , 0 , 2 , 0 , 0 , 4 , 0 , 0 , 120 , 8.0 , 1.0 , 5 , 0 , 0 , 0.0 , 1 , 3.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
178,org::eclipse::jdt::internal::codeassist::complete::CompletionOnPackageReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 163 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
179,org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldType , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 164 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
180,org::eclipse::jdt::internal::compiler::lookup::ProblemBinding , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 119 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
181,org::eclipse::jdt::internal::core::CreateTypeHierarchyOperation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
182,org::eclipse::jdt::core::search::MethodReferenceMatch , 0 , 2 , 0 , 0 , 11 , 0 , 1 , 1 , 8.0 , 3.0 , 13 , 1 , 0 , 0.0 , 3 , 3.0 , 3.0 , 1 , 0 , 0 , 0 , 0 , 
183,org::eclipse::jdt::internal::eval::CodeSnippetQualifiedNameReference , 3 , 2 , 0 , 3 , 0 , 0 , 0 , 166 , 8.0 , 0.0 , 17 , 0 , 0 , 0.0 , 0 , 5.0 , 2.0 , 2 , 0 , 1 , 0 , 0 , 
184,org::eclipse::jdt::internal::codeassist::complete::CompletionJavadocParser , 2 , 0 , 0 , 2 , 66 , 0 , 1 , 55 , 53.0 , 3.0 , 7 , 0 , 0 , 1.0 , 0 , 13.0 , 18.0 , 0 , 0 , 0 , 0 , 0 , 
185,org::eclipse::jdt::core::dom::EmptyStatement , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
186,org::eclipse::jdt::core::dom::SimplePropertyDescriptor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
187,org::eclipse::jdt::internal::core::SourceRange , 3 , 0 , 2 , 1 , 9 , 0 , 0 , 0 , 9.0 , 2.0 , 1 , 0 , 0 , 0.0 , 2 , 4.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
188,org::eclipse::jdt::internal::core::BinaryType , 10 , 0 , 3 , 10 , 625 , 0 , 2 , 16 , 222.0 , 12.0 , 40 , 1 , 0 , 0.0 , 12 , 106.0 , 57.0 , 1 , 0 , 0 , 0 , 0 , 
189,org::eclipse::jdt::core::search::TypeParameterDeclarationMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 8 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
190,org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
191,org::eclipse::jdt::core::util::ByteCodeVisitorAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0 , 0 , 
192,org::eclipse::jdt::internal::compiler::ast::ThisReference , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 166 , 0.0 , 0.0 , 5 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
193,org::eclipse::jdt::internal::compiler::Compiler , 8 , 0 , 2 , 7 , 75 , 1 , 7 , 2 , 192.0 , 6.0 , 1 , 0 , 6 , 6.0 , 4 , 57.0 , 37.0 , 1 , 0 , 0 , 0 , 0 , 
194,org::eclipse::jdt::internal::compiler::flow::FlowContext , 4 , 0 , 3 , 2 , 26 , 0 , 13 , 28 , 112.0 , 1.0 , 1 , 0 , 0 , 3.0 , 1 , 15.0 , 29.0 , 2 , 0 , 0 , 0 , 0 , 
195,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedNameReference , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 166 , 6.0 , 0.0 , 9 , 0 , 0 , 1.0 , 0 , 2.0 , 2.0 , 0 , 0 , 0 , 0 , 0 , 
196,org::eclipse::jdt::internal::core::DeletePackageFragmentRootOperation , 2 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 8.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 5.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
197,org::eclipse::jdt::internal::compiler::ast::BreakStatement , 2 , 2 , 0 , 2 , 0 , 0 , 0 , 166 , 4.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 3.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
198,org::eclipse::jdt::internal::formatter::FormatJavadocBlock , 1 , 0 , 2 , 0 , 66 , 0 , 3 , 8 , 54.0 , 4.0 , 5 , 1 , 0 , 0.0 , 2 , 15.0 , 16.0 , 0 , 0 , 0 , 0 , 0 , 
199,org::eclipse::jdt::internal::compiler::classfmt::FieldInfo , 4 , 1 , 2 , 3 , 66 , 1 , 1 , 208 , 12.0 , 3.0 , 6 , 10 , 1 , 0.0 , 3 , 8.0 , 3.0 , 0 , 0 , 0 , 0 , 0 , 
200,org::eclipse::jdt::internal::codeassist::select::SelectionJavadoc , 1 , 2 , 0 , 1 , 3 , 0 , 0 , 161 , 16.0 , 1.0 , 4 , 0 , 1 , 0.0 , 0 , 5.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
201,org::eclipse::jdt::internal::core::util::LineNumberAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0 , 0.0 , 1 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
202,org::eclipse::jdt::internal::core::PackageFragmentRootInfo , 6 , 0 , 1 , 5 , 0 , 0 , 0 , 0 , 11.0 , 0.0 , 4 , 0 , 0 , 0.0 , 0 , 6.0 , 4.0 , 0 , 0 , 0 , 0 , 0 , 
203,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener , 1 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 0.0 , 0.0 , 1 , 1 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
204,org::eclipse::jdt::core::dom::ForStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0.0 , 0.0 , 2 , 0 , 0 , 0.0 , 0 , 0.0 , 0.0 , 0 , 0 , 0 , 0 , 0 , 
205,org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser , 1 , 0 , 0 , 1 , 51 , 0 , 3 , 2 , 271.0 , 2.0 , 1 , 3 , 2 , 0.0 , 0 , 59.0 , 94.0 , 0 , 0 , 0 , 0 , 0 , 
206,org::eclipse::jdt::core::dom::ASTNode , 41 , 0 , 41 , 0 , 60 , 0 , 1 , 0 , 3.0 , 1.0 , 1 , 0 , 0 , 0.0 , 1 , 2.0 , 1.0 , 0 , 0 , 0 , 0 , 0 , 
207,org::eclipse::jdt::internal::codeassist::InternalCompletionContext , 1 , 0 , 0 , 1 , 44 , 0 , 9 , 0 , 42.0 , 8.0 , 1 , 0 , 0 , 0.0 , 0 , 9.0 , 10.0 , 1 , 0 , 0 , 0 , 0 , 
208,org::eclipse::jdt::internal::compiler::ast::IfStatement , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 165 , 12.0 , 0.0 , 2 , 0 , 0 , 1.0 , 0 , 7.0 , 5.0 , 0 , 0 , 0 , 0 , 0 , 
209,org::eclipse::jdt::core::dom::CharacterLiteral , 0 , 0 , 0 , 0 , 14 , 0 , 0 , 1 , 11.0 , 1.0 , 5 , 0 , 0 , 0.0 , 0 , 5.0 , 1.0 , 1 , 1 , 0 , 0 , 0 , 
