,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
85,org::apache::lucene::queryParser::surround::query::NotQuery ,0,0,0,0,0,2,0,0,2,7,6,3.5,6,5,3.0,1,1,0.5,170.143,60.2449,2.67407,0.00818132,0.00445684,0.0650567,0.00118519,3,3,1,2,1,0,0,1,12,2,45,0,0,0,2,9,2,0,0,0,0,0, 
86,org::tartarus::snowball::Among ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,2,1,0,2,0,0,6,0,18,1,9,0,0,6,1,5,2,0,0,0,0,0, 
87,org::apache::lucene::search::NonMatchingScorer ,0,0,0,0,0,2,0,0,2,7,6,3.5,6,5,3.0,1,1,0.5,193.286,80.0816,3.0742,0.0169033,0.00472009,0.0731342,0.00117257,2,3,1,1,15,0,0,0,10,6,17,0,0,0,6,10,6,0,0,0,0,0, 
88,org::apache::lucene::index::TermVectorsTermsWriterPerThread ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,3,2,2,2,21,0,7,0,42,7,13,0,0,7,5,12,10,0,0,0,0,0, 
89,org::apache::lucene::search::Explanation ,3,3,0,0,0,7,4,0,5,49,25,7.0,67,51,9.57143,-18,18,-2.57143,299.286,146.085,4.70913,0.0533872,0.0118167,0.126392,0.0158854,29,1,28,1,55,1,3,0,63,11,18,3,0,0,9,32,18,0,0,0,0,0, 
90,org::apache::lucene::index::TermVectorsWriter ,6,6,0,0,0,14,3,0,8,340,126,24.2857,425,310,30.3571,-85,52,-6.07143,241.714,115.235,7.52307,0.123177,0.0284878,0.226735,0.06984299999999999,13,1,1,12,6,0,5,0,163,4,9,4,0,1,2,43,27,0,0,0,0,0, 
91,org::apache::lucene::search::spans::NearSpansOrdered ,2,2,0,0,0,3,1,0,3,42,35,14.0,16,10,5.33333,26,25,8.66667,101.714,79.1939,3.71322,0.0223112,0.0360555,0.152729,0.10086,6,2,1,6,91,0,12,0,166,14,16,12,5,0,9,63,50,1,0,0,0,0, 
92,org::apache::lucene::util::BitVector ,4,4,0,0,0,11,1,0,6,142,75,12.9091,78,51,7.090910000000001,64,68,5.81818,368.143,248.907,5.74394,0.0918801,0.019391,0.166227,0.0419916,8,1,5,3,78,0,4,0,128,13,9,4,5,0,8,52,31,0,0,0,0,0, 
93,org::apache::lucene::search::regex::RegexTermEnum ,0,0,0,0,0,2,0,0,1,2,1,1.0,2,1,1.0,0,0,0.0,151.571,0.857143,1.3633,0.00348653,0.0017908,0.03146620000000001,7.471479999999999e-05,6,3,1,5,10,0,4,0,34,5,24,4,0,0,4,18,8,0,0,0,0,0, 
94,org::apache::lucene::search::BoostingQuery ,2,2,0,0,0,4,0,0,3,22,19,5.5,4,1,1.0,18,18,4.5,136.571,63.01300000000001,5.064369999999999,0.0329868,0.0117325,0.134047,0.00916186,2,2,1,1,3,0,3,0,39,3,39,3,0,0,3,8,5,0,0,0,0,0, 
95,org::apache::lucene::analysis::ngram::NGramTokenizer ,3,3,0,0,0,5,0,0,2,58,52,11.6,58,52,11.6,0,1,0.0,93.7143,14.9483,4.74253,0.0496714,0.0881842,0.29526,0.209,2,3,1,1,1,0,9,1,27,2,16,7,0,0,2,7,6,0,0,0,0,0, 
96,org::apache::lucene::queryParser::ParseException ,3,3,0,0,0,4,1,0,3,8,6,2.0,12,6,3.0,-4,0,-1.0,264.857,220.839,4.00726,0.00804122,0.0892333,0.283052,0.220501,8,1,5,3,3,0,5,0,90,3,27,0,0,3,2,29,24,0,0,0,0,0, 
97,org::apache::lucene::benchmark::byTask::feeds::NoMoreDataException ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,80.2857,0.0,1.48053,0.000280668,0.00365544,0.0399966,0.00285194,6,1,6,0,0,0,0,0,0,1,27,0,0,0,1,1,0,0,0,0,0,0, 
98,org::apache::lucene::demo::html::HTMLParser ,3,3,0,0,0,14,6,0,6,125,34,8.92857,100,28,7.142860000000001,25,19,1.78571,264.857,56.4354,6.53022,0.0788933,0.0426173,0.225197,0.114191,15,1,3,13,496,0,40,39,574,32,9,19,11,21,17,177,179,0,0,0,0,0, 
99,org::apache::lucene::queryParser::surround::query::BasicQueryFactory ,0,0,0,0,0,2,0,0,2,7,6,3.5,6,5,3.0,1,1,0.5,170.143,60.2449,2.67407,0.00818132,0.00445684,0.0650567,0.00118519,4,1,1,3,15,0,2,0,18,6,9,2,1,0,5,12,7,0,0,0,0,0, 
100,org::apache::lucene::analysis::br::BrazilianAnalyzer ,0,0,0,0,0,9,1,0,3,9,1,1.0,9,1,1.0,0,0,0.0,250.143,19.0794,0.0,0.0,0.0,0.0,0.0,4,2,0,4,3,0,3,0,15,3,15,2,0,0,3,10,3,0,0,0,0,0, 
101,org::apache::lucene::search::Similarity ,4,4,0,0,0,28,5,0,11,694,250,24.7857,282,51,10.0714,412,204,14.7143,368.143,162.464,12.5926,0.433618,0.0302525,0.334176,0.03558819999999999,29,1,27,2,78,4,2,0,22,13,18,2,0,0,13,17,7,1,0,0,0,0, 
102,org::apache::lucene::search::highlight::SimpleFragmenter ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,234.714,0.0,0.0,0.0,0.0,0.0,0.0,7,1,6,1,10,0,3,0,20,5,11,3,0,0,5,6,6,0,0,0,0,0, 
103,org::apache::lucene::index::SegmentTermVector ,1,1,0,0,0,6,1,0,4,34,26,5.66667,62,49,10.3333,-28,22,-4.66667,241.714,56.9538,2.88097,0.0053968,0.0551741,0.187772,0.108062,3,1,1,2,28,1,3,0,50,8,15,3,0,0,7,18,15,0,0,0,0,0, 
104,org::apache::lucene::benchmark::Constants ,0,0,0,0,0,2,0,0,2,1,1,0.5,1,1,0.5,0,0,0.0,99.0,0.0,1.64243,0.000711186,0.00325183,0.0418737,0.00116335,0,1,0,0,0,0,5,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0, 
105,org::apache::lucene::benchmark::byTask::tasks::WarmTask ,1,1,0,0,0,4,0,0,3,69,60,17.25,62,60,15.5,7,4,1.75,90.5714,10.8944,3.28866,0.0191707,0.00774168,0.08769760000000001,0.00527147,0,3,0,0,15,0,0,2,18,6,55,0,0,0,6,6,6,0,0,0,0,0, 
106,org::apache::lucene::index::DefaultSkipListReader ,2,2,0,0,0,3,0,0,1,116,114,38.6667,116,114,38.6667,0,0,0.0,70.8571,49.8498,2.55842,0.0486157,0.0156888,0.08996489999999999,0.053001,3,2,1,2,28,0,7,0,58,8,17,7,0,0,0,17,10,0,0,0,0,0, 
107,org::apache::lucene::analysis::el::GreekAnalyzer ,2,2,0,0,0,3,0,0,3,4,3,1.33333,4,2,1.33333,0,1,0.0,180.286,131.893,2.5984,0.00740838,0.0534247,0.17608,0.106916,3,2,0,3,3,0,27,0,25,3,15,27,1,0,2,11,5,0,0,0,0,0, 
108,org::apache::lucene::xmlparser::builders::SpanOrBuilder ,0,0,0,0,0,2,0,0,1,17,16,8.5,2,1,1.0,15,15,7.5,136.571,45.042,2.42975,0.0199393,0.004481100000000001,0.0606869,0.00162176,5,3,1,4,1,0,1,0,19,2,12,0,0,1,2,13,4,0,0,0,0,0, 
109,org::apache::lucene::search::function::CustomScoreQuery ,3,3,0,0,0,5,2,0,2,172,165,34.4,56,49,11.2,116,116,23.2,70.1429,27.4377,6.48196,0.155219,0.0523836,0.252522,0.150075,9,2,1,8,78,2,3,0,88,13,39,3,0,0,12,44,28,0,0,0,0,0, 
110,org::apache::lucene::index::SortedTermVectorMapper ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,63.2857,0.0,1.17486,0.0009656819999999999,0.00361796,0.0337529,0.00505055,4,2,2,2,6,0,5,0,59,4,15,4,0,0,4,19,21,0,0,0,0,0, 
111,org::apache::lucene::analysis::sinks::TokenTypeSinkTokenizer ,2,2,0,0,0,2,0,0,2,2,1,1.0,2,1,1.0,0,0,0.0,43.7143,18.3571,2.76004,0.0020987,0.0375323,0.137482,0.115025,3,4,0,3,1,0,1,3,10,2,22,1,0,0,2,5,4,0,0,0,0,0, 
112,org::apache::lucene::search::spans::SpanWeight ,3,3,0,0,0,8,1,0,6,64,22,8.0,45,20,5.625,19,16,2.375,244.714,78.933,6.7985,0.058815,0.0121093,0.168035,0.00451784,10,2,1,10,21,1,7,0,97,7,24,0,0,0,7,50,12,0,0,0,0,0, 
113,org::apache::lucene::search::FuzzyTermEnum ,0,0,0,0,0,15,2,0,6,498,201,33.2,366,177,24.4,132,106,8.8,368.143,161.324,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,6,3,2,4,66,0,11,0,135,12,24,11,7,0,4,51,36,0,0,0,0,0, 
114,org::apache::lucene::search::function::ShortFieldSource ,2,2,0,0,0,2,0,0,1,3,2,1.5,3,2,1.5,0,0,0.0,70.1429,18.0952,2.69823,0.00544118,0.00980001,0.0811239,0.0200228,4,3,0,4,10,0,1,0,43,5,31,1,0,0,5,13,8,0,0,0,0,0, 
115,org::apache::lucene::search::payloads::BoostingTermQuery ,7,7,0,0,0,10,1,0,3,56,43,5.6,51,26,5.1,5,31,0.5,80.0,9.34694,8.28731,0.07804939999999999,0.0362422,0.261043,0.0944933,4,4,1,3,3,0,0,1,13,3,54,0,0,0,2,6,5,0,0,0,0,0, 
116,org::apache::lucene::search::highlight::TokenSources ,4,4,0,0,0,5,0,0,5,70,43,14.0,18,8,3.6,52,36,10.4,190.0,146.902,6.46103,0.0597259,0.0948869,0.346366,0.229954,2,1,0,2,1,0,0,0,21,2,9,0,0,0,2,7,5,0,0,0,0,0, 
117,org::apache::lucene::demo::html::ParserThread ,0,0,0,0,0,4,0,0,4,31,13,7.75,68,51,17.0,-37,1,-9.25,349.571,143.184,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,6,1,1,6,1,0,1,2,23,2,31,0,0,1,1,11,2,0,0,0,0,0, 
118,org::tartarus::snowball::ext::EnglishStemmer ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,1,2,0,1,136,0,17,6,1131,17,35,17,16,0,1,127,206,0,0,0,0,0, 
119,org::apache::lucene::index::TermVectorEntry ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,63.2857,0.0,1.17486,0.0009656819999999999,0.00361796,0.0337529,0.00505055,6,1,5,1,66,0,5,0,51,12,9,4,0,1,9,16,18,0,0,0,0,0, 
120,org::apache::lucene::LucenePackage ,0,0,0,0,0,3,0,0,3,7,6,2.33333,6,5,2.0,1,1,0.333333,186.571,74.3265,2.52013,0.00852783,0.00418069,0.0611694,0.00117101,1,1,0,1,1,0,0,0,4,2,9,0,1,0,1,3,2,0,0,0,0,0, 
121,org::apache::lucene::index::FieldSortedTermVectorMapper ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,63.2857,0.0,1.17486,0.0009656819999999999,0.00361796,0.0337529,0.00505055,4,2,3,1,10,0,4,0,19,5,15,4,0,0,5,9,5,0,0,0,0,0, 
122,org::apache::lucene::store::BufferedIndexInput ,6,6,0,0,0,12,3,0,5,145,52,12.0833,52,13,4.33333,93,48,7.75,211.857,132.914,7.861039999999999,0.165435,0.0576741,0.29089,0.13975,7,2,5,2,78,4,6,0,131,13,33,4,2,0,8,36,30,0,0,0,0,0, 
123,org::apache::lucene::index::FieldInfos ,6,6,0,0,0,25,3,1,11,398,110,15.92,238,51,9.52,160,77,6.4,368.143,198.416,11.3053,0.179749,0.0485387,0.342745,0.111945,18,1,14,4,78,0,9,0,107,13,9,2,2,0,9,52,32,1,0,0,0,0, 
124,org::apache::lucene::index::TermInfosReader ,14,14,0,0,0,26,1,0,9,334,89,12.8462,221,51,8.5,113,54,4.34615,368.143,251.482,11.8687,0.381633,0.09137150000000001,0.46058,0.204893,8,1,1,7,105,0,13,0,154,15,9,13,5,0,5,55,39,1,0,0,0,0, 
125,org::apache::lucene::swing::models::RestaurantInfo ,1,1,0,0,0,2,0,0,2,2,1,1.0,4,3,2.0,-2,0,-1.0,187.0,91.8571,2.55041,0.0106646,0.0533105,0.174739,0.10691,3,1,3,0,153,0,8,0,51,18,9,8,0,0,18,20,17,0,0,0,0,0, 
126,org::apache::lucene::benchmark::byTask::tasks::TaskSequence ,6,6,0,0,0,12,3,0,4,430,295,35.8333,348,295,29.0,82,25,6.83333,90.5714,18.2093,8.77321,0.148371,0.0275235,0.25187,0.0466191,11,2,4,7,253,0,14,2,240,23,39,13,8,1,14,89,72,0,0,0,0,0, 
127,org::apache::lucene::index::FreqProxTermsWriterPerThread ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,2,2,1,1,10,0,2,0,13,5,13,0,0,2,3,6,5,0,0,0,0,0, 
128,org::apache::lucene::index::DocInverter ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,4,2,0,4,21,0,2,1,53,7,15,0,0,2,4,33,9,0,0,0,0,0, 
129,org::apache::lucene::util::SortedVIntList ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,35.5714,0.0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787,4,2,2,3,15,0,7,0,62,6,11,6,2,0,4,13,10,0,0,0,0,0, 
130,org::apache::lucene::analysis::cn::ChineseAnalyzer ,0,0,0,0,0,2,0,0,2,2,1,1.0,2,1,1.0,0,0,0.0,250.143,2.14286,0.0,0.0,0.0,0.0,0.0,2,2,0,2,1,0,0,0,7,2,15,0,0,0,2,4,2,0,0,0,0,0, 
131,org::apache::lucene::store::je::JEDirectory ,2,2,0,0,0,4,0,0,4,9,6,2.25,9,5,2.25,0,1,0.0,143.857,52.7143,4.83343,0.0152834,0.05917919999999999,0.237672,0.110802,8,2,1,7,91,0,5,2,102,14,27,0,0,0,14,64,21,0,0,0,0,0, 
132,org::apache::lucene::search::highlight::GradientFormatter ,0,0,0,0,0,4,0,0,2,4,1,1.0,4,1,1.0,0,0,0.0,196.714,0.75,0.740259,0.0284715,0.000755367,0.016145,4.536569999999999e-06,5,1,1,4,21,1,16,0,132,7,10,2,2,12,3,46,23,0,0,0,0,0, 
133,org::apache::lucene::wordnet::Syns2Index ,0,0,0,0,0,6,0,0,3,6,1,1.0,6,1,1.0,0,0,0.0,308.0,69.1667,0.740259,0.018981,0.000755367,0.016145,4.536569999999999e-06,8,1,0,8,6,0,5,0,154,4,9,3,3,0,1,62,18,0,0,0,0,0, 
134,org::apache::lucene::index::MergePolicy ,9,9,0,0,0,8,1,0,1,72,19,9.0,24,13,3.0,48,18,6.0,55.1429,15.2698,5.848669999999999,0.0546801,0.0269325,0.189716,0.074024,1,1,1,0,15,1,0,0,3,6,9,0,0,0,0,7,1,0,0,0,0,0, 
135,org::apache::lucene::search::QueryUtils ,9,9,0,0,0,11,3,0,5,352,128,32.0,192,128,17.4545,160,58,14.5455,151.143,74.1039,10.3357,0.47489,0.07690219999999999,0.396811,0.142307,26,1,13,14,28,0,0,0,167,8,9,0,2,0,6,56,25,0,0,0,0,0, 
136,org::apache::lucene::index::memory::SynonymTokenFilter ,2,2,0,0,0,5,0,0,4,128,100,25.6,125,100,25.0,3,3,0.6,148.571,46.856,6.53653,0.0619658,0.090004,0.335068,0.207675,3,3,0,3,6,0,7,1,56,4,16,6,1,0,2,17,14,0,0,0,0,0, 
137,org::apache::lucene::search::DisjunctionSumScorer ,3,3,0,0,0,5,1,0,3,95,85,19.0,71,62,14.2,24,23,4.8,193.286,88.7594,6.61495,0.186243,0.010607,0.159497,0.00226626,5,3,1,4,36,0,8,0,98,9,17,6,1,0,7,41,31,0,0,0,0,0, 
138,org::apache::lucene::store::NativeFSLockFactory ,10,10,0,0,0,9,3,0,2,213,119,23.6667,194,92,21.5556,19,27,2.11111,103.286,12.9215,8.56136,0.335887,0.0222024,0.233121,0.0260645,8,2,2,6,10,0,1,1,53,5,13,1,1,0,3,28,14,0,0,0,0,0, 
139,org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory ,0,0,0,0,0,3,1,0,2,7,6,2.33333,19,13,6.33333,-12,1,-4.0,170.143,60.2449,3.99248,0.0387692,0.006438299999999999,0.096463,0.0013732,8,1,2,6,55,0,4,0,50,11,9,4,0,0,10,39,16,0,0,0,0,0, 
140,org::apache::lucene::search::spell::PlainTextDictionary ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,205.143,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,1,0,3,0,6,2,10,3,0,0,2,4,2,0,0,0,0,0, 
141,org::apache::lucene::store::BufferedIndexOutput ,3,3,0,0,0,7,1,0,4,63,35,9.0,18,7,2.57143,45,33,6.42857,210.143,89.0612,6.09962,0.0701341,0.0127713,0.157212,0.00759033,1,2,0,1,28,0,4,0,58,8,24,3,0,0,7,18,14,0,0,0,0,0, 
142,org::apache::lucene::document::MapFieldSelector ,3,3,0,0,0,5,0,0,3,18,15,3.6,9,5,1.8,9,10,1.8,121.571,47.5873,4.88853,0.030974,0.0603946,0.242608,0.113451,2,2,2,0,1,0,1,0,9,2,19,0,0,1,2,5,4,0,0,0,0,0, 
143,org::apache::lucene::search::MockFilter ,0,0,0,0,0,3,0,0,2,3,1,1.0,3,1,1.0,0,0,0.0,200.429,44.8571,1.45008,0.00310247,0.00214814,0.0344245,0.00018773,3,2,1,2,6,0,1,0,10,4,21,1,0,0,4,6,3,0,0,0,0,0, 
144,org::apache::lucene::store::instantiated::InstantiatedIndex ,2,2,0,0,0,3,0,0,2,87,83,29.0,11,7,3.66667,76,76,25.3333,29.8571,15.4795,2.62836,0.0747738,0.06583460000000001,0.206049,0.160434,20,1,5,17,136,0,8,0,226,17,18,8,0,0,10,128,43,0,0,0,0,0, 
145,org::apache::lucene::index::FieldReaderException ,0,0,0,0,0,4,1,0,3,97,79,24.25,88,79,22.0,9,7,2.25,121.571,84.5449,3.46402,0.0420774,0.0168468,0.111014,0.05221990000000001,0,1,0,0,0,0,0,0,3,1,28,0,0,0,1,1,1,0,0,0,0,0, 
146,org::apache::lucene::store::LockFactory ,4,4,0,0,0,6,1,0,2,32,11,5.33333,14,5,2.33333,18,9,3.0,110.143,26.9509,6.48779,0.03456169999999999,0.0146122,0.17039,0.0113508,6,1,6,0,6,6,1,0,6,4,9,0,0,0,4,4,2,0,0,0,0,0, 
147,org::apache::lucene::benchmark::quality::trec::QueryDriver ,1,1,0,0,0,2,0,0,2,3,2,1.5,2,1,1.0,1,1,0.5,51.0,7.42857,2.3444,0.00589857,0.0102046,0.0747136,0.0262005,8,1,0,8,0,0,0,0,35,1,9,0,0,0,1,18,1,0,0,0,0,0, 
148,org::apache::lucene::index::TermsHashConsumerPerField ,2,2,0,0,0,2,0,1,1,2,1,1.0,1,1,0.5,1,1,0.5,11.7143,1.28571,1.54522,0.000601081,0.0273145,0.0891453,0.09622589999999999,1,1,1,0,15,2,0,0,0,6,9,0,0,0,0,6,0,0,0,0,0,0, 
149,org::apache::lucene::xmlparser::builders::TermsQueryBuilder ,2,2,0,0,0,4,0,0,3,21,16,5.25,12,6,3.0,9,12,2.25,119.143,44.5442,5.06827,0.0272382,0.08815049999999999,0.30133,0.207983,11,1,1,10,1,0,1,0,37,2,10,0,0,1,2,22,4,0,0,0,0,0, 
150,org::apache::lucene::search::spans::TermSpans ,2,2,0,0,0,2,0,0,1,16,15,8.0,2,1,1.0,14,14,7.0,80.0,68.4375,2.89247,0.00666415,0.0351921,0.134178,0.102147,5,2,2,3,45,0,6,0,64,10,16,0,0,0,10,23,16,0,0,0,0,0, 
151,org::apache::lucene::demo::html::TokenMgrError ,2,2,0,0,0,3,1,0,2,3,1,1.0,3,1,1.0,0,0,0.0,264.857,159.143,2.76873,0.00207117,0.037311,0.137154,0.113602,5,1,2,3,6,0,5,0,57,4,27,0,0,1,2,26,17,0,0,0,0,0, 
152,org::apache::lucene::search::TopDocs ,2,2,0,0,0,7,1,0,4,50,15,7.142860000000001,67,51,9.57143,-17,13,-2.42857,368.143,151.086,4.175680000000001,0.0338708,0.0108385,0.112667,0.0169694,6,1,6,0,3,1,3,0,11,3,18,1,0,2,3,3,3,0,0,0,0,0, 
153,org::apache::lucene::benchmark::quality::trec::TrecJudge ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,62.7143,0.0,1.17486,0.0009656819999999999,0.00361796,0.0337529,0.00505055,7,1,2,5,6,0,1,0,77,4,12,0,0,1,4,45,21,0,0,0,0,0, 
154,org::apache::lucene::demo::html::SimpleCharStream ,2,2,0,0,0,4,0,0,4,65,46,16.25,27,18,6.75,38,38,9.5,264.857,227.662,4.36338,0.0468221,0.0366038,0.166707,0.100452,6,1,1,5,190,0,16,0,256,20,9,0,0,4,15,38,47,0,0,0,0,0, 
155,org::apache::lucene::index::TermsHashConsumerPerThread ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,2,1,2,0,6,2,0,0,0,4,9,0,0,0,2,4,0,0,0,0,0,0, 
156,org::apache::lucene::index::FormatPostingsPositionsConsumer ,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,1,1,0,0,0,2,9,0,0,0,0,2,0,0,0,0,0,0, 
157,org::apache::lucene::queryParser::surround::parser::QueryParser ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,170.143,0.0,1.03163,0.0042698,0.00120501,0.023183,2.18418e-05,20,1,2,18,903,0,31,26,583,43,9,17,9,14,22,221,174,0,0,0,0,0, 
158,org::apache::lucene::store::instantiated::InstantiatedTermPositions ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,29.8571,0.0,0.6009800000000001,0.00038181,0.00388466,0.0219358,0.0141336,4,2,1,3,21,0,1,2,35,7,35,1,0,0,7,15,9,0,0,0,0,0, 
159,org::apache::lucene::analysis::el::GreekCharsets ,1,1,0,0,0,2,0,0,2,1,1,0.5,2,1,1.0,-1,0,-0.5,180.286,0.0,2.5984,0.00493292,0.0534247,0.17608,0.106916,2,1,1,1,0,0,3,0,225,1,9,0,0,3,1,2,79,0,0,0,0,0, 
160,org::apache::lucene::benchmark::stats::QueryData ,1,1,0,0,0,3,0,0,2,1,1,0.333333,2,1,0.666667,-1,0,-0.333333,99.0,0.0,2.88097,0.00120628,0.0551741,0.187772,0.108062,4,1,2,2,6,0,5,0,26,4,9,0,0,5,4,10,10,0,0,0,0,0, 
161,org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker ,2,2,0,0,0,2,0,0,2,2,1,1.0,2,1,1.0,0,0,0.0,81.0,9.0,2.62755,0.00140593,0.00712044,0.0727472,0.00758919,8,2,0,8,0,0,0,3,49,1,23,0,0,0,0,24,9,0,0,0,0,0, 
162,org::tartarus::snowball::ext::FinnishStemmer ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,1,2,0,1,78,0,18,6,877,13,35,18,12,0,1,85,140,0,0,0,0,0, 
163,org::apache::lucene::search::highlight::SpanScorer ,3,3,0,0,0,3,0,0,3,7,5,2.33333,7,5,2.33333,0,0,0.0,23.1429,15.8775,3.70195,0.010403,0.0918998,0.281751,0.239606,7,1,3,4,45,0,7,0,77,10,12,7,1,0,9,29,19,0,0,0,0,0, 
164,org::apache::lucene::search::regex::RegexQuery ,0,0,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,151.571,0.0,1.39276,0.00403302,0.00181929,0.032105,7.29382e-05,6,3,2,4,15,0,1,2,27,6,51,1,0,0,5,17,10,0,0,0,0,0, 
165,org::apache::lucene::document::Field ,7,7,0,0,0,46,7,0,10,991,136,21.5435,684,199,14.8696,307,133,6.67391,368.143,189.416,16.2091,0.427376,0.111507,0.585738,0.232305,14,3,11,3,15,0,0,16,49,6,104,0,0,0,6,13,17,1,0,0,0,0, 
166,org::tartarus::snowball::ext::TurkishStemmer ,1,1,0,0,0,1,0,0,1,1,1,1.0,1,1,1.0,0,0,0.0,6.57143,0.0,1.35264,0.000832763,0.0350566,0.101164,0.09957919999999999,1,2,0,1,861,0,34,6,2864,42,35,34,41,0,1,312,479,0,0,0,0,0, 
167,org::apache::lucene::analysis::WhitespaceTokenizer ,0,0,0,0,0,5,2,0,2,22,13,4.4,59,51,11.8,-37,1,-7.4,349.857,135.565,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,19,4,18,1,1,0,0,1,6,2,21,0,0,0,1,3,2,0,0,0,0,0, 
168,org::apache::lucene::demo::DeleteFiles ,1,1,0,0,0,7,1,0,5,46,18,6.57143,69,51,9.85714,-23,9,-3.28571,349.571,154.186,4.92899,0.0119391,0.0090143,0.122947,0.0029026,4,1,0,4,1,0,0,0,32,2,9,0,1,0,1,14,3,0,0,0,0,0, 
169,org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder ,0,0,0,0,0,2,0,0,1,17,16,8.5,2,1,1.0,15,15,7.5,136.571,45.042,2.42975,0.0199393,0.004481100000000001,0.0606869,0.00162176,6,1,1,5,1,0,5,0,22,2,10,1,0,4,2,16,3,0,0,0,0,0, 
170,org::apache::lucene::index::InvertedDocConsumerPerField ,1,1,0,0,0,1,0,1,1,1,1,1.0,1,1,1.0,0,0,0.0,11.7143,0.0,0.792859,0.00051848,0.0122672,0.04245619999999999,0.0457934,1,1,1,0,6,1,0,0,0,4,9,0,0,0,0,4,0,0,0,0,0,0, 
171,org::apache::lucene::index::SegmentMergeInfo ,1,1,0,0,0,6,0,0,4,48,17,8.0,73,51,12.1667,-25,14,-4.16667,368.143,170.17,3.2211,0.05086069999999999,0.00528871,0.07816100000000001,0.00123854,6,1,3,3,10,0,6,0,44,5,9,2,0,4,0,14,12,0,0,0,0,0, 
172,org::apache::lucene::search::FuzzyLikeThisQuery ,4,4,0,0,0,8,2,0,4,98,52,12.25,78,47,9.75,20,17,2.5,136.571,56.8426,7.57455,0.0765668,0.124305,3.51032,0.243378,18,2,2,16,15,0,7,0,141,6,39,0,1,7,5,68,24,0,0,0,0,0, 
