,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 24
255,org::eclipse::jdt::core::dom::ExpressionStatement ,8,7,0,0,0,38,13,0,7,359,135,9.44737,216,135,5.68421,143,58,3.76316,333.143,71.4314,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,5,3,1,4,66,0,3,95,72,12,73,2,0,0,3,39,19,0,0,0,0,0, 
256,org::eclipse::jdt::internal::core::search::matching::PossibleMatch ,13,12,0,0,0,38,3,0,9,161,27,4.23684,138,21,3.63158,23,14,0.605263,248.143,67.559,12.2134,0.024964,0.13521,8.18913,0.174991,13,2,2,12,91,0,11,1,112,14,12,3,2,6,9,50,36,0,0,0,0,0, 
257,org::eclipse::jdt::internal::compiler::lookup::ArrayBinding ,16,15,1,0,0,81,7,0,9,796,143,9.827160000000001,565,143,6.97531,231,47,2.85185,367.0,132.518,21.0952,0.0436281,0.161999,8.43269,0.233251,24,3,19,7,276,0,6,40,190,24,71,0,0,5,24,70,61,0,0,0,0,0, 
258,org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants ,62,44,3,1,0,119,55,0,9,8425,2042,70.7983,2635,594,22.1429,5790,2013,48.6555,246.571,30.3109,26.6608,0.207262,0.206171,8.64482,0.331568,4,1,3,1,45,0,276,0,177,10,8,1,0,0,10,26,41,2,1,0,0,0, 
259,org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression ,15,14,0,0,0,37,7,0,8,120,16,3.24324,101,29,2.72973,19,9,0.513513,239.143,61.5,19.225,0.0154278,0.156502,8.384319999999999,0.220811,10,4,1,9,15,0,2,384,66,6,69,0,1,2,5,32,20,0,0,0,0,0, 
260,org::eclipse::jdt::internal::core::jdom::DOMField ,4,4,0,0,0,42,6,0,7,1347,618,32.0714,1432,637,34.0952,-85,5,-2.02381,367.0,35.6825,8.58816,0.00541697,0.0119328,0.200411,0.00123867,15,4,2,14,741,0,4,50,328,39,176,0,0,0,13,195,85,0,0,0,0,0, 
261,org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt ,1,1,0,0,0,7,2,0,3,64,25,9.14286,49,26,7.0,15,8,2.14286,184.571,24.154,5.561059999999999,0.00443884,0.00764241,0.129385,0.000782103,8,1,6,2,45,0,4,0,117,10,16,0,1,4,9,24,30,0,0,0,0,0, 
262,org::eclipse::jdt::core::util::ClassFileBytesDisassembler ,2,2,0,0,0,11,6,0,5,39,8,3.54545,14,5,1.27273,25,7,2.27273,288.143,107.689,3.83244,0.00267763,0.00503485,0.0883939,0.000260932,0,1,0,0,1,1,5,0,0,2,8,0,0,0,2,2,0,0,0,0,0,0, 
263,org::eclipse::jdt::internal::codeassist::complete::CompletionParser ,102,85,10,3,8,244,19,0,8,10254,1386,42.0246,5777,1386,23.6762,4477,564,18.3484,367.0,132.341,37.9039,0.509973,0.260027,9.0016,0.4843939999999999,78,3,2,76,21115,0,94,427,4390,206,96,1,27,23,28,1156,1148,1,0,0,0,0, 
264,org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator ,6,5,0,0,0,29,4,0,8,172,63,5.931030000000001,146,75,5.03448,26,7,0.896552,243.0,22.7566,11.6607,0.006881699999999999,0.139983,8.19003,0.203522,4,3,1,4,28,0,0,69,65,8,37,0,1,0,2,21,27,1,0,0,0,0, 
265,org::eclipse::jdt::core::dom::PrimitiveType ,7,6,0,0,0,34,12,0,7,433,238,12.7353,303,238,8.911760000000001,130,60,3.82353,333.143,55.2118,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,7,3,5,2,78,0,13,95,59,13,76,3,0,0,4,31,16,0,0,0,0,0, 
266,org::eclipse::jdt::internal::compiler::impl::DoubleConstant ,1,1,0,0,0,37,6,0,6,252,66,6.810810000000001,258,66,6.97297,-6,12,-0.162162,367.0,45.5635,6.771039999999999,0.00333971,0.0101348,0.160922,0.00120756,5,2,4,1,66,0,1,152,39,12,41,1,1,0,11,14,13,0,0,0,0,0, 
267,org::eclipse::jdt::internal::eval::CodeSnippetEnvironment ,1,1,0,0,0,20,6,0,4,187,89,9.35,179,89,8.95,8,6,0.4,367.0,47.6921,4.07501,0.00220824,0.006219300000000001,0.097153,0.00103086,3,1,1,2,6,0,2,14,17,4,11,0,0,2,4,9,5,0,0,0,0,0, 
268,org::eclipse::jdt::internal::core::jdom::DOMNode ,4,4,0,0,0,38,6,0,7,1976,971,52.0,2022,971,53.2105,-46,10,-1.21053,367.0,35.1962,7.96737,0.00617939,0.0112024,0.186438,0.00122471,21,2,11,11,1378,4,24,7,482,53,35,0,1,0,21,194,125,0,0,0,0,0, 
269,org::eclipse::jdt::internal::core::JarEntryResource ,2,1,0,0,0,2,0,0,1,11,11,5.5,1,1,0.5,10,10,5.0,66.7143,0.714286,1.08792,0.0009373160000000001,0.00334366,0.0312375,0.00464707,9,2,4,6,66,2,2,0,57,12,5,0,0,0,10,30,20,0,0,0,0,0, 
270,org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue ,0,0,0,0,0,18,3,0,4,80,27,4.44444,101,33,5.61111,-21,6,-1.16667,367.0,80.5321,6.61333,0.00264716,0.0131475,0.167452,0.00896347,0,7,0,0,1,0,2,386,7,2,86,0,0,0,2,2,2,0,0,0,0,0, 
271,org::eclipse::jdt::internal::eval::VariablesEvaluator ,4,4,0,0,0,46,4,0,6,943,310,20.5,964,310,20.9565,-21,10,-0.456522,367.0,34.3077,9.14442,0.00654986,0.0164738,0.225868,0.00911072,9,2,1,9,21,0,0,19,255,7,15,0,1,0,0,77,39,0,0,0,0,0, 
272,org::eclipse::jdt::core::dom::FieldAccess ,10,9,0,0,0,42,14,0,7,539,170,12.8333,289,170,6.88095,250,74,5.952380000000001,333.143,68.9268,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,4,3,1,4,105,0,5,95,109,15,73,3,0,0,6,55,28,0,0,0,0,0, 
273,org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar ,2,1,0,0,0,6,3,0,2,23,10,3.83333,37,31,6.16667,-14,6,-2.33333,113.857,20.323,3.93934,0.00987218,0.0103018,0.107598,0.0118528,1,3,1,0,1,0,1,23,7,2,28,1,0,0,2,3,2,0,0,0,0,0, 
274,org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder ,9,9,0,0,0,31,11,0,5,562,75,18.129,312,65,10.0645,250,74,8.06452,264.857,34.1734,7.58317,0.0319067,0.017719,0.197202,0.02878909999999999,2,2,1,1,36,0,3,0,42,9,11,1,3,2,5,21,11,0,0,0,0,0, 
275,org::eclipse::jdt::internal::core::TypeParameter ,5,5,0,0,0,16,6,0,6,130,22,8.125,51,20,3.1875,79,22,4.9375,198.143,50.2901,12.1917,0.0223898,0.134343,8.18775,0.168931,13,4,7,6,55,1,2,52,57,11,127,0,0,0,9,31,16,0,0,0,0,0, 
276,org::eclipse::jdt::internal::core::util::AnnotationComponentValue ,2,2,0,0,0,14,3,0,3,443,180,31.6429,51,22,3.64286,392,180,28.0,222.857,13.5824,5.00863,0.00359703,0.120679,8.0086,0.157022,6,2,2,4,91,0,14,13,131,14,31,14,0,0,13,37,29,0,0,0,0,0, 
277,org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound ,1,1,0,0,0,21,4,0,6,129,32,6.14286,110,32,5.2381,19,8,0.9047620000000001,367.0,100.924,6.94335,0.00408339,0.00976588,0.162444,0.00112919,1,1,1,0,0,0,5,0,3,1,23,1,0,4,1,1,1,0,0,0,0,0, 
278,org::eclipse::jdt::core::dom::Name ,2,1,0,0,0,24,8,0,6,225,77,9.375,189,77,7.875,36,47,1.5,333.143,66.5175,6.70304,0.00381663,0.152618,8.10942,0.231938,12,3,8,4,15,2,2,95,22,6,73,0,0,1,4,13,6,0,0,0,0,0, 
279,org::eclipse::jdt::internal::formatter::comment::CommentRange ,2,1,0,0,0,5,4,0,1,22,19,4.4,18,15,3.6,4,4,0.8,168.857,95.5909,4.22835,0.0100423,0.00972118,0.11164,0.00788645,6,1,5,1,66,0,1,17,136,12,0,1,0,0,5,66,51,0,0,0,0,0, 
280,org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference ,9,8,0,0,0,16,5,0,4,95,42,5.9375,91,22,5.6875,4,21,0.25,176.857,107.777,17.2339,0.0366339,0.161279,8.35272,0.254842,7,5,1,6,55,0,1,384,91,11,87,0,0,1,7,38,25,0,0,0,0,0, 
281,org::eclipse::jdt::internal::compiler::util::HashSetOfInt ,1,1,0,0,1,2,1,0,2,1,1,0.5,1,1,0.5,0,0,0.0,22.7143,19.7143,1.47165,0.0013687,0.112489,7.91776,0.140566,4,1,1,3,28,0,3,0,94,8,16,0,1,3,7,18,24,0,0,0,0,0, 
282,org::eclipse::jdt::internal::core::util::MementoTokenizer ,2,1,0,0,1,9,4,0,5,18,4,2.0,11,4,1.22222,7,4,0.777778,217.143,86.3968,8.166960000000001,0.00523666,0.128231,8.09127,0.169519,14,1,12,2,3,0,18,0,80,3,8,18,0,0,3,11,24,0,0,0,0,0, 
283,org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder ,9,6,0,0,3,65,7,0,7,643,217,9.89231,787,324,12.1077,-144,13,-2.21538,367.0,60.7758,13.1641,0.00799878,0.151806,8.24874,0.248283,14,3,1,13,153,0,0,8,104,18,46,0,0,0,15,65,21,0,0,0,0,0, 
284,org::eclipse::jdt::internal::core::util::DefaultStackMapFrame ,2,2,0,0,0,4,4,0,1,3,1,0.75,3,1,0.75,0,0,0.0,126.571,74.0476,3.58477,0.00184347,0.119691,7.979239999999999,0.157359,3,2,1,2,28,0,7,0,51,8,25,7,0,0,7,13,12,0,0,0,0,0, 
285,org::eclipse::jdt::internal::formatter::FormatJavadocNode ,6,5,1,0,1,5,2,0,1,40,19,8.0,1,1,0.2,39,18,7.8,9.14286,1.37143,1.15638,0.00982692,0.0339097,0.0945119,0.0903414,5,1,5,0,28,3,6,78,27,8,8,0,0,0,4,12,7,0,0,0,0,0, 
286,org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser ,36,33,4,1,0,109,15,0,8,2519,442,23.1101,1822,290,16.7156,697,213,6.3945,367.0,155.613,17.5678,0.349033,0.158754,8.34992,0.249095,14,2,1,13,2080,1,4,402,681,65,8,1,0,3,2,237,223,0,0,0,0,0, 
287,org::eclipse::jdt::core::dom::ParenthesizedExpression ,8,7,0,0,0,36,13,0,7,351,130,9.75,208,130,5.77778,143,58,3.97222,333.143,72.3289,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,6,3,3,3,66,0,3,95,71,12,73,2,0,0,3,37,19,0,0,0,0,0, 
288,org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager ,2,1,0,0,0,10,5,0,1,85,55,8.5,13,3,1.3,72,54,7.2,78.7143,15.4303,5.54249,0.0232235,0.0160548,0.156359,0.0200261,3,1,3,0,45,0,0,0,0,10,8,0,0,0,10,10,0,0,0,0,0,0, 
289,org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding ,0,0,0,0,0,7,3,0,5,11,4,1.57143,8,4,1.14286,3,3,0.428571,264.857,94.5714,5.41657,0.0024968,0.0078453,0.127553,0.0010696,1,3,1,0,1,0,1,37,7,2,72,0,0,1,2,2,2,1,0,0,0,0, 
290,org::eclipse::jdt::core::dom::ArrayAccess ,8,7,0,0,0,36,13,0,7,482,175,13.3889,288,175,8.0,194,76,5.38889,333.143,72.0033,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,4,3,1,3,91,0,5,95,109,14,73,3,0,0,5,51,27,0,0,0,0,0, 
291,org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral ,1,0,0,0,0,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,135.714,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,1,3,0,2,386,13,3,85,0,0,2,3,7,3,0,0,0,0,0, 
292,org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy ,9,8,1,0,0,38,3,0,7,476,152,12.5263,395,152,10.3947,81,56,2.13158,367.0,105.485,9.05113,0.0202702,0.0218898,0.238777,0.0324825,9,2,0,9,21,0,1,33,103,7,82,0,1,0,2,36,30,0,0,0,0,0, 
293,org::eclipse::jdt::internal::core::PackageFragmentRoot ,39,35,2,1,3,157,13,0,8,2349,392,14.9618,1852,392,11.7962,497,295,3.16561,367.0,94.4644,23.8259,0.08156010000000001,0.223021,8.62125,0.410867,47,4,27,27,903,2,3,59,554,43,160,0,1,0,27,273,134,1,0,0,0,0, 
294,org::eclipse::jdt::core::util::CompilationUnitSorter ,5,4,2,1,1,45,17,0,8,1126,157,25.0222,729,306,16.2,397,148,8.82222,281.714,67.46,14.6865,0.142125,0.167995,8.30963,0.242834,3,1,0,3,3,0,1,0,19,3,8,0,2,0,1,8,6,0,0,0,0,0, 
295,org::eclipse::jdt::internal::compiler::ast::Annotation ,26,23,6,2,1,78,15,1,7,1262,219,16.1795,1014,246,13.0,248,205,3.17949,255.714,64.8228,27.4521,0.071775,0.187975,8.622710000000001,0.315806,33,4,19,16,45,3,5,384,357,10,69,1,1,3,9,94,118,1,0,0,0,0, 
296,org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference ,22,20,1,0,1,44,10,0,7,244,31,5.54545,174,21,3.95455,70,17,1.59091,239.143,57.1985,20.2148,0.0266789,0.180599,8.453489999999999,0.287555,7,6,2,5,15,1,4,394,87,6,107,0,0,4,5,34,25,1,0,0,0,0, 
297,org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference ,3,3,0,0,0,33,5,0,5,168,74,5.09091,141,74,4.27273,27,11,0.818182,367.0,67.8172,7.996560000000001,0.00440239,0.134248,8.09896,0.197885,6,7,1,5,3,0,0,419,40,3,115,0,0,0,3,23,15,0,0,0,0,0, 
298,org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore ,6,6,1,0,1,25,7,0,8,1229,291,49.16,765,122,30.6,464,169,18.56,220.143,81.2442,10.7103,0.22605,0.0223479,0.270568,0.0316001,22,1,6,16,903,0,12,0,474,43,8,5,13,4,30,273,133,0,0,0,0,0, 
299,org::eclipse::jdt::internal::compiler::ast::EmptyStatement ,1,1,0,0,0,28,6,0,6,115,34,4.10714,75,34,2.67857,40,11,1.42857,351.857,72.0658,7.989269999999999,0.00263523,0.0113212,0.187307,0.00125779,6,3,1,5,21,0,0,380,32,7,38,0,0,0,7,17,9,0,0,0,0,0, 
300,org::eclipse::jdt::internal::compiler::ClassFile ,69,64,7,5,3,226,71,0,10,50221,3693,222.217,44127,2958,195.252,6094,2050,26.9646,367.0,91.0942,43.9774,1.52601,0.28485,9.18277,0.545311,50,1,18,37,1891,1,22,249,6113,62,8,1,22,17,39,1095,1042,6,1,1,0,0, 
301,org::eclipse::jdt::internal::core::ClasspathChange ,11,8,1,1,3,15,2,0,2,120,27,8.0,48,20,3.2,72,26,4.8,105.0,60.5952,14.2639,0.0765557,0.204926,8.39423,0.435957,18,1,2,17,55,0,8,0,469,11,8,0,5,8,6,159,108,1,0,0,0,0, 
302,org::eclipse::jdt::internal::compiler::ast::StringLiteral ,7,7,1,1,0,38,7,0,6,496,105,13.0526,478,105,12.5789,18,9,0.473684,367.0,51.4145,6.552140000000001,0.00299589,0.0107585,0.158845,0.00290842,6,5,1,5,36,3,2,384,72,9,76,0,0,2,9,29,19,0,0,0,0,0, 
303,org::eclipse::jdt::core::Signature ,37,33,3,1,0,127,24,0,10,8666,1365,68.2362,5536,1365,43.5905,3130,546,24.6457,367.0,112.494,26.5988,0.106278,0.185252,8.5903,0.24535,36,1,30,7,861,0,54,0,841,42,8,12,16,0,26,294,225,1,0,0,0,0, 
304,org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations ,0,0,0,0,0,2,1,0,2,1,1,0.5,1,1,0.5,0,0,0.0,127.0,69.2857,1.06049,0.000678105,0.00371141,0.0316289,0.00673218,4,4,1,4,10,0,1,14,26,5,59,1,0,0,1,12,13,0,0,0,0,0, 
305,org::eclipse::jdt::internal::compiler::parser::RecoveryScanner ,6,5,0,0,0,8,0,0,1,75,24,9.375,20,12,2.5,55,19,6.875,126.0,5.41524,4.49837,0.00690744,0.0084123,0.112806,0.00313656,5,2,2,3,136,0,9,219,191,17,55,7,1,1,16,30,53,0,0,0,0,0, 
306,org::eclipse::jdt::core::dom::Type ,2,2,0,0,0,21,4,0,6,335,130,15.9524,253,130,12.0476,82,46,3.90476,333.143,71.0094,2.96868,0.00190542,0.0034669,0.06670910000000001,6.29834e-05,6,2,6,1,28,6,0,95,24,8,68,0,0,0,7,10,8,0,0,0,0,0, 
307,org::eclipse::jdt::core::CompletionRequestorAdapter ,0,0,0,0,0,21,4,0,8,269,195,12.8095,229,194,10.9048,40,14,1.90476,325.857,146.125,5.079330000000001,0.0269101,0.00762499,0.120678,0.00111852,0,1,0,0,91,0,0,0,42,14,22,0,0,0,14,14,14,0,0,0,0,0, 
308,org::eclipse::jdt::core::compiler::InvalidInputException ,1,1,0,0,0,25,9,0,6,119,36,4.76,103,36,4.12,16,8,0.64,325.143,87.6999,7.822410000000001,0.0089693,0.154243,8.135869999999999,0.232065,6,1,6,0,0,0,1,0,3,1,22,1,0,0,1,1,1,0,0,0,0,0, 
309,org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets ,3,3,1,0,0,3,2,0,2,5,3,1.66667,4,3,1.33333,1,1,0.333333,111.714,13.1714,2.61009,0.00392254,0.00563284,0.06794689999999999,0.00316745,5,1,1,4,6,0,2,0,51,4,8,2,1,0,3,15,15,0,0,0,0,0, 
310,org::eclipse::jdt::internal::compiler::parser::Scanner ,85,74,9,3,4,239,59,0,10,14272,3055,59.7155,13174,3055,55.1213,1098,269,4.59414,367.0,80.6008,27.9911,0.4419399999999999,0.0833288,0.761406,0.156788,47,1,38,9,1225,4,107,114,3449,50,8,2,3,44,41,374,1169,1,0,0,0,0, 
311,org::eclipse::jdt::internal::compiler::ast::Initializer ,4,4,0,0,1,54,9,0,6,525,115,9.72222,494,115,9.14815,31,21,0.574074,367.0,71.8171,7.6133,0.017571,0.0170074,0.197432,0.0204433,12,5,5,7,36,0,4,400,81,9,65,0,0,4,9,32,23,0,0,0,0,0, 
312,org::eclipse::jdt::core::dom::VariableDeclarationStatement ,11,9,0,0,0,58,13,0,7,905,215,15.6034,476,215,8.2069,429,132,7.39655,333.143,87.9662,6.84846,0.00521899,0.151789,8.10896,0.231177,11,3,5,7,171,0,10,95,155,19,73,6,0,0,7,75,40,0,0,0,0,0, 
313,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern ,4,4,0,0,0,31,8,0,7,212,105,6.838710000000001,280,105,9.03226,-68,8,-2.19355,343.0,54.0222,8.4491,0.00496796,0.129804,8.10052,0.175583,2,5,2,0,0,0,2,83,7,1,57,0,0,0,1,2,1,1,0,0,0,0, 
314,org::eclipse::jdt::core::compiler::CharOperation ,20,16,1,1,0,98,26,0,13,15621,3028,159.398,12538,3026,127.939,3083,751,31.4592,294.571,138.94,27.6193,0.861381,0.112974,0.821275,0.269654,141,1,137,4,561,0,3,0,845,34,8,0,0,0,34,91,262,0,0,0,0,0, 
315,org::eclipse::jdt::internal::codeassist::CompletionElementNotifier ,1,1,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,14.7143,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,5,21,0,1,10,136,7,15,1,0,0,1,32,39,0,0,0,0,0, 
316,org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer ,17,17,3,1,0,90,14,0,8,3173,548,35.2556,3015,610,33.5,158,76,1.75556,367.0,100.157,20.2507,0.0981125,0.0518942,0.540612,0.0901459,16,2,1,15,171,0,10,52,707,19,25,10,16,0,3,221,191,0,0,0,0,0, 
317,org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration ,29,25,3,2,2,97,23,0,8,1990,289,20.5155,1403,289,14.4639,587,140,6.05155,367.0,139.257,30.7687,0.154854,0.208173,8.74434,0.361136,40,2,22,21,253,0,23,391,536,23,31,5,2,18,21,128,174,2,0,0,0,0, 
318,org::eclipse::jdt::internal::compiler::ast::PrefixExpression ,1,1,0,0,0,36,5,0,5,310,59,8.61111,307,59,8.52778,3,10,0.08333330000000001,367.0,68.859,3.9771,0.00563763,0.00585268,0.09405319999999999,0.0007569860000000001,2,6,1,1,10,0,0,415,28,5,93,0,0,0,5,12,8,0,0,0,0,0, 
319,org::eclipse::jdt::core::dom::DefaultValuePairBinding ,5,4,0,0,0,3,2,0,2,24,18,8.0,97,87,32.3333,-73,8,-24.3333,122.714,57.3929,1.66466,0.0106826,0.00520412,0.0480311,0.00751851,4,3,1,3,15,0,1,9,20,6,42,1,0,0,5,11,6,0,0,0,0,0, 
320,org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator ,2,1,0,0,0,18,4,0,7,64,14,3.55556,33,10,1.83333,31,12,1.72222,248.571,58.0045,7.907010000000001,0.00579704,0.0119255,0.187868,0.00222681,5,2,1,5,10,0,1,68,69,5,33,0,0,0,4,30,35,1,0,0,0,0, 
321,org::eclipse::jdt::internal::compiler::flow::FlowInfo ,6,6,0,0,0,43,3,0,5,768,230,17.8605,467,87,10.8605,301,161,7.0,367.0,138.212,8.14156,0.0319196,0.0135216,0.198168,0.00318161,51,1,50,3,703,2,8,0,66,38,8,0,0,1,38,60,20,0,0,0,0,0, 
322,org::eclipse::jdt::core::dom::Block ,5,4,0,0,0,29,9,0,7,276,113,9.51724,162,113,5.586209999999999,114,52,3.93103,333.143,71.3131,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,15,3,12,3,55,0,3,95,47,11,73,2,0,0,2,29,13,0,0,0,0,0, 
323,org::eclipse::jdt::core::dom::MethodRefParameter ,5,5,0,0,0,25,6,0,6,339,113,13.56,67,7,2.68,272,107,10.88,229.714,26.3936,5.59671,0.0145245,0.149865,8.07898,0.23097,6,2,3,4,136,0,8,95,121,17,68,5,0,0,7,60,31,0,0,0,0,0, 
324,org::eclipse::jdt::internal::core::search::IndexSelector ,12,11,4,1,2,55,6,0,8,988,192,17.9636,975,192,17.7273,13,50,0.236364,367.0,112.65,15.8578,0.0441399,0.153897,8.3084,0.222325,12,1,1,11,10,0,3,0,145,5,8,0,2,3,3,62,43,1,0,1,0,0, 
325,org::eclipse::jdt::internal::compiler::ast::Wildcard ,2,2,0,0,0,28,3,0,6,352,112,12.5714,113,36,4.03571,239,112,8.53571,240.857,45.5933,6.886430000000001,0.0350745,0.0150429,0.177039,0.0183785,8,6,2,6,28,0,5,385,71,8,95,0,1,2,7,34,20,0,0,0,0,0, 
326,org::eclipse::jdt::core::dom::ArrayType ,9,8,0,0,0,39,14,0,7,400,171,10.2564,255,171,6.53846,145,60,3.71795,333.143,66.5168,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,9,3,5,4,91,0,3,95,87,14,76,2,0,0,5,45,23,0,0,0,0,0, 
327,org::eclipse::jdt::core::search::FieldReferenceMatch ,3,2,0,0,1,27,5,0,6,257,45,9.51852,114,44,4.22222,143,31,5.2963,227.571,46.5097,6.22874,0.0273985,0.0375519,0.208869,0.116568,1,4,1,0,3,0,2,3,11,3,38,2,0,0,3,3,3,1,0,0,0,0, 
328,org::eclipse::jdt::core::search::SearchDocument ,2,2,0,0,0,22,4,0,5,268,61,12.1818,99,30,4.5,169,31,7.68182,236.0,17.9238,4.07501,0.00220824,0.006219300000000001,0.097153,0.00103086,10,2,9,1,28,1,2,2,16,8,11,2,0,0,7,10,5,1,0,0,0,0, 
329,org::eclipse::jdt::core::ToolFactory ,15,13,0,0,1,95,18,0,8,845,75,8.894739999999999,382,51,4.02105,463,61,4.87368,325.143,110.378,17.0375,0.150336,0.182856,8.38839,0.297276,12,1,1,11,15,0,2,0,63,6,8,0,0,0,6,25,15,0,0,0,0,0, 
330,org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor ,9,8,1,1,0,56,17,0,7,3556,587,63.5,4880,1041,87.1429,-1324,307,-23.6429,322.714,115.126,13.7363,0.383893,0.131523,8.208839999999999,0.152763,13,1,0,13,23005,0,17,0,1585,215,212,17,10,0,205,1156,265,2,0,0,0,0, 
331,org::eclipse::jdt::core::dom::ThrowStatement ,8,7,0,0,0,38,13,0,7,356,130,9.36842,214,130,5.63158,142,58,3.73684,333.143,71.937,7.954789999999999,0.00397769,0.154542,8.1394,0.232145,5,3,1,4,66,0,3,95,72,12,73,2,0,0,3,39,19,0,0,0,0,0, 
332,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch ,1,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,12.2857,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,1,4,1,2,6,2,36,0,0,1,2,2,2,1,0,0,0,0, 
333,org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair ,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,172.714,0.0,0.0,0.0,0.0,0.0,0.0,5,6,1,4,3,0,1,389,32,3,83,0,0,1,3,13,8,0,0,0,0,0, 
334,org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder ,3,2,1,1,0,3,0,0,1,18,14,6.0,3,2,1.0,15,13,5.0,73.5714,3.79365,1.26759,0.00551926,0.00368011,0.03581090000000001,0.00447435,6,2,1,5,36,0,2,0,75,9,11,2,5,0,4,30,24,0,0,0,0,0, 
335,org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner ,1,0,0,0,0,23,3,0,6,81,19,3.52174,81,14,3.52174,0,17,0.0,261.571,28.3104,5.16293,0.00259879,0.00956296,0.128391,0.00567792,1,2,0,1,3,0,2,0,10,3,13,0,1,1,2,5,4,0,0,0,0,0, 
336,org::eclipse::jdt::internal::compiler::impl::ByteConstant ,1,1,0,0,0,35,6,0,6,179,54,5.11429,201,54,5.74286,-22,5,-0.628571,367.0,58.2705,6.771039999999999,0.00334607,0.0101348,0.160922,0.00120756,3,2,3,0,66,0,1,152,37,12,41,1,1,0,11,14,12,0,0,0,0,0, 
337,org::eclipse::jdt::internal::core::AnnotatableInfo ,1,0,0,0,1,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,33.8571,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,0,0,3,1,7,0,1,25,0,0,0,1,1,0,0,0,0,0,0, 
338,org::eclipse::jdt::internal::core::util::ExceptionAttribute ,3,3,0,0,0,19,6,0,5,47,9,2.47368,64,9,3.36842,-17,7,-0.8947370000000001,322.714,48.6717,5.40022,0.00477953,0.00949096,0.132953,0.00358267,4,3,1,3,6,0,3,1,31,4,32,3,0,0,3,10,7,0,0,0,0,0, 
