,Unnamed: 0,classname,numberOfVersionsUntil,numberOfFixesUntil,numberOfRefactoringsUntil,numberOfAuthorsUntil,linesAddedUntil,maxLinesAddedUntil,avgLinesAddedUntil,linesRemovedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,codeChurnUntil,maxCodeChurnUntil,avgCodeChurnUntil,ageWithRespectTo,weightedAgeWithRespectTo,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,Unnamed: 22
129,640,org::eclipse::jdt::internal::compiler::lookup::ParameterizedTypeBinding ,184,8,0,10,4159.0,756.0,22.6033,2077.0,203.0,11.288,2082.0,756.0,11.3152,230.857,48.756,2,0,1,0,0, 
130,645,org::eclipse::jdt::core::JDTCompilerAdapter ,80,31,0,7,1561.0,247.0,19.5125,924.0,145.0,11.55,637.0,223.0,7.9625,318.143,122.75,0,0,0,0,0, 
131,646,org::eclipse::jdt::internal::codeassist::CompletionRequestorWrapper ,7,3,0,3,33.0,17.0,4.71429,32.0,17.0,4.57143,1.0,1.0,0.14285699999999998,191.71400000000003,7.502160000000001,1,0,0,0,0, 
132,651,org::eclipse::jdt::internal::core::JavaElement ,156,16,0,7,3080.0,677.0,19.7436,2705.0,677.0,17.3397,375.0,128.0,2.40385,367.0,86.1558,1,0,0,0,0, 
133,660,org::eclipse::jdt::internal::core::util::Messages ,26,7,0,5,57.0,10.0,2.19231,24.0,8.0,0.923077,33.0,10.0,1.2692299999999999,166.571,55.2957,1,0,0,0,0, 
134,667,org::eclipse::jdt::internal::compiler::lookup::UnresolvedAnnotationBinding ,4,2,0,3,54.0,26.0,13.5,18.0,8.0,4.5,36.0,18.0,9.0,127.0,35.6984,1,0,1,0,0, 
135,670,org::eclipse::jdt::internal::core::search::matching::ConstructorPattern ,55,4,0,7,792.0,127.0,14.4,845.0,170.0,15.3636,-53.0,124.0,-0.963636,258.143,62.4695,1,0,0,0,0, 
136,672,org::eclipse::jdt::internal::compiler::ast::CastExpression ,156,13,0,7,3003.0,501.0,19.25,2591.0,474.0,16.609,412.0,72.0,2.6410299999999998,367.0,168.204,1,0,0,0,0, 
137,673,org::eclipse::jdt::internal::core::ClassFileInfo ,53,5,0,6,588.0,183.0,11.0943,550.0,183.0,10.3774,38.0,34.0,0.7169810000000001,367.0,73.7826,1,0,0,0,0, 
138,674,org::eclipse::jdt::internal::core::DeltaProcessor ,368,22,0,11,11891.0,1854.0,32.3125,9805.0,1854.0,26.644000000000002,2086.0,271.0,5.668480000000001,367.0,85.7021,2,0,0,0,0, 
139,676,org::eclipse::jdt::internal::compiler::codegen::ConstantPool ,80,20,0,7,14750.0,3120.0,184.375,16495.0,3120.0,206.188,-1745.0,531.0,-21.8125,367.0,81.4591,1,0,0,0,0, 
140,680,org::eclipse::jdt::internal::compiler::lookup::NestedTypeBinding ,27,4,0,5,700.0,202.0,25.9259,725.0,216.0,26.8519,-25.0,17.0,-0.925926,367.0,46.851000000000006,1,0,0,0,0, 
141,683,org::eclipse::jdt::internal::codeassist::InternalExtendedCompletionContext ,4,0,0,1,58.0,21.0,14.5,6.0,3.0,1.5,52.0,19.0,13.0,14.7143,7.29557,2,0,2,0,0, 
142,691,org::eclipse::jdt::internal::core::search::matching::IntersectingPattern ,3,1,0,2,3.0,2.0,1.0,2.0,1.0,0.666667,1.0,1.0,0.333333,49.8571,19.1429,1,0,0,0,0, 
143,700,org::eclipse::jdt::core::search::PackageReferenceMatch ,21,4,0,5,144.0,23.0,6.857139999999999,58.0,17.0,2.7619,86.0,23.0,4.09524,227.571,35.755,1,0,0,0,0, 
144,702,org::eclipse::jdt::internal::core::search::matching::MethodPattern ,81,7,0,8,1723.0,380.0,21.2716,1509.0,182.0,18.6296,214.0,322.0,2.6419799999999998,367.0,120.512,1,0,0,0,0, 
145,706,org::eclipse::jdt::internal::compiler::lookup::TypeVariableBinding ,114,3,0,9,1591.0,198.0,13.9561,857.0,111.0,7.5175399999999994,734.0,198.0,6.4386,230.857,63.5575,1,0,1,0,0, 
146,717,org::eclipse::jdt::internal::compiler::ReadManager ,2,0,0,1,51.0,51.0,25.5,29.0,29.0,14.5,22.0,22.0,11.0,9.57143,3.5714300000000003,2,0,0,0,0, 
147,722,org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement ,49,6,0,6,506.0,137.0,10.3265,498.0,137.0,10.1633,8.0,13.0,0.16326500000000002,367.0,51.083,1,0,0,0,0, 
148,736,org::eclipse::jdt::internal::eval::CodeSnippetMessageSend ,79,9,0,8,1117.0,282.0,14.1392,963.0,282.0,12.1899,154.0,52.0,1.94937,367.0,104.602,2,0,0,0,0, 
149,749,org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions ,111,57,0,7,6733.0,874.0,60.6577,4555.0,882.0,41.036,2178.0,446.0,19.6216,246.571,23.6463,2,1,0,0,0, 
150,750,org::eclipse::jdt::internal::core::ClasspathValidation ,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,1,0,1,1,0, 
151,767,org::eclipse::jdt::internal::compiler::ast::FieldReference ,150,14,0,9,3997.0,567.0,26.6467,3783.0,567.0,25.22,214.0,114.0,1.42667,367.0,141.094,6,0,0,0,0, 
152,774,org::eclipse::jdt::core::JavaCore ,709,69,0,15,38598.0,2955.0,54.4401,34292.0,2942.0,48.3667,4306.0,336.0,6.07334,367.0,100.595,4,1,0,0,0, 
153,775,org::eclipse::jdt::internal::core::util::CodeAttribute ,30,7,0,8,221.0,85.0,7.36667,211.0,67.0,7.03333,10.0,19.0,0.333333,322.714,90.1467,1,0,0,0,0, 
154,780,org::eclipse::jdt::internal::core::BinaryField ,45,11,0,7,337.0,78.0,7.48889,213.0,78.0,4.7333300000000005,124.0,35.0,2.75556,367.0,122.181,2,0,0,0,0, 
155,781,org::eclipse::jdt::internal::core::util::CommentRecorderParser ,35,8,0,9,383.0,96.0,10.9429,300.0,68.0,8.57143,83.0,28.0,2.37143,228.143,27.0653,1,0,0,0,0, 
156,782,org::eclipse::jdt::core::dom::DocCommentParser ,48,6,0,7,900.0,257.0,18.75,407.0,47.0,8.47917,493.0,223.0,10.2708,229.0,47.8178,1,0,0,0,0, 
157,789,org::eclipse::jdt::internal::core::search::JavaSearchTypeNameMatch ,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1429,0.0,0,0,0,0,0, 
158,790,org::eclipse::jdt::internal::core::search::indexing::IndexManager ,198,13,0,9,3617.0,488.0,18.2677,3066.0,488.0,15.4848,551.0,100.0,2.78283,367.0,105.595,3,0,0,0,0, 
159,794,org::eclipse::jdt::internal::compiler::parser::Parser ,520,132,0,12,65571.0,7452.0,126.098,59724.0,7452.0,114.854,5847.0,2768.0,11.2442,367.0,96.24799999999999,4,0,0,0,0, 
160,795,org::eclipse::jdt::internal::core::builder::State ,74,9,0,10,1263.0,547.0,17.0676,961.0,547.0,12.9865,302.0,46.0,4.08108,329.0,59.7003,1,0,0,0,0, 
161,798,org::eclipse::jdt::internal::compiler::batch::ClasspathJar ,57,13,0,6,854.0,168.0,14.9825,614.0,100.0,10.7719,240.0,167.0,4.21053,367.0,138.317,1,0,0,0,0, 
