,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
189,org::eclipse::jdt::core::search::TypeParameterDeclarationMatch , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
190,org::eclipse::jdt::internal::core::util::LocalVariableTypeAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
191,org::eclipse::jdt::core::util::ByteCodeVisitorAdapter , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
192,org::eclipse::jdt::internal::compiler::ast::ThisReference , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
193,org::eclipse::jdt::internal::compiler::Compiler , 32 , 24 , 3 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
194,org::eclipse::jdt::internal::compiler::flow::FlowContext , 17 , 16 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
195,org::eclipse::jdt::internal::codeassist::complete::CompletionOnQualifiedNameReference , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
196,org::eclipse::jdt::internal::core::DeletePackageFragmentRootOperation , 3 , 2 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
197,org::eclipse::jdt::internal::compiler::ast::BreakStatement , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
198,org::eclipse::jdt::internal::formatter::FormatJavadocBlock , 8 , 7 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 
199,org::eclipse::jdt::internal::compiler::classfmt::FieldInfo , 11 , 10 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
200,org::eclipse::jdt::internal::codeassist::select::SelectionJavadoc , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
201,org::eclipse::jdt::internal::core::util::LineNumberAttribute , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
202,org::eclipse::jdt::internal::core::PackageFragmentRootInfo , 11 , 8 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
203,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFlattener , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
204,org::eclipse::jdt::core::dom::ForStatement , 11 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
205,org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser , 10 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
206,org::eclipse::jdt::core::dom::ASTNode , 26 , 18 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
207,org::eclipse::jdt::internal::codeassist::InternalCompletionContext , 12 , 8 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 
208,org::eclipse::jdt::internal::compiler::ast::IfStatement , 15 , 14 , 3 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 
209,org::eclipse::jdt::core::dom::CharacterLiteral , 9 , 8 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 
210,org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
211,org::eclipse::jdt::internal::compiler::DefaultErrorHandlingPolicies , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
212,org::eclipse::jdt::internal::core::search::BasicSearchEngine , 41 , 37 , 6 , 1 , 1 , 1 , 0 , 1 , 0 , 0 , 
213,org::eclipse::jdt::internal::compiler::batch::FileFinder , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
214,org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
215,org::eclipse::jdt::internal::eval::CodeSnippetCompiler , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
216,org::eclipse::jdt::core::dom::Message , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
217,org::eclipse::jdt::internal::compiler::ast::SingleNameReference , 40 , 35 , 6 , 5 , 0 , 6 , 0 , 1 , 0 , 0 , 
218,org::eclipse::jdt::internal::core::Openable , 22 , 19 , 3 , 1 , 5 , 0 , 0 , 0 , 0 , 0 , 
219,org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
220,org::eclipse::jdt::internal::codeassist::impl::AssistInitializer , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
221,org::eclipse::jdt::internal::formatter::comment::SingleCommentLine , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
222,org::eclipse::jdt::internal::compiler::codegen::DoubleCache , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
223,org::eclipse::jdt::internal::core::util::LRUCache , 2 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
224,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedTypesPattern , 5 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
225,org::eclipse::jdt::internal::compiler::util::SimpleLookupTable , 2 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
226,org::eclipse::jdt::internal::compiler::lookup::ProblemReferenceBinding , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
227,org::eclipse::jdt::internal::core::NamedMember , 8 , 8 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
228,org::eclipse::jdt::internal::core::JarPackageFragmentRootInfo , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
229,org::eclipse::jdt::core::dom::ASTParser , 38 , 30 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
230,org::eclipse::jdt::internal::core::SourceMethodInfo , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
231,org::eclipse::jdt::internal::core::JavaElementInfo , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
232,org::eclipse::jdt::internal::core::dom::rewrite::NodeRewriteEvent , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
233,org::eclipse::jdt::internal::compiler::ast::AND_AND_Expression , 12 , 12 , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 
234,org::eclipse::jdt::internal::core::search::indexing::SourceIndexer , 10 , 8 , 1 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 
235,org::eclipse::jdt::core::dom::ThisExpression , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
236,org::eclipse::jdt::internal::core::builder::SourceFile , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
237,org::eclipse::jdt::core::ElementChangedEvent , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
238,org::eclipse::jdt::internal::formatter::FormatterCommentParser , 17 , 16 , 3 , 0 , 1 , 5 , 0 , 0 , 0 , 0 , 
239,org::eclipse::jdt::core::dom::StructuralPropertyDescriptor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
240,org::eclipse::jdt::internal::compiler::lookup::BlockScope , 30 , 29 , 2 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 
241,org::eclipse::jdt::internal::compiler::lookup::LookupEnvironment , 44 , 44 , 11 , 2 , 1 , 3 , 0 , 1 , 0 , 0 , 
242,org::eclipse::jdt::core::dom::BodyDeclaration , 6 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
243,org::eclipse::jdt::core::dom::ConditionalExpression , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
244,org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding , 8 , 7 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
245,org::eclipse::jdt::internal::core::JavaModelOperation , 29 , 25 , 6 , 1 , 3 , 0 , 0 , 0 , 0 , 0 , 
246,org::eclipse::jdt::internal::core::CopyResourceElementsOperation , 26 , 23 , 4 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 
247,org::eclipse::jdt::core::dom::VariableDeclarationFragment , 10 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
248,org::eclipse::jdt::internal::compiler::codegen::CaseLabel , 3 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
249,org::eclipse::jdt::internal::core::DeleteElementsOperation , 12 , 12 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
250,org::eclipse::jdt::internal::codeassist::select::SelectionOnMessageSend , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
251,org::eclipse::jdt::internal::compiler::lookup::PackageBinding , 7 , 7 , 1 , 0 , 0 , 4 , 0 , 3 , 1 , 0 , 
252,org::eclipse::jdt::internal::core::search::TypeNameMatchRequestorWrapper , 8 , 7 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
253,org::eclipse::jdt::core::dom::TagElement , 9 , 7 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
254,org::eclipse::jdt::core::dom::CompilationUnit , 38 , 31 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
255,org::eclipse::jdt::core::dom::ExpressionStatement , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
256,org::eclipse::jdt::internal::core::search::matching::PossibleMatch , 13 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
257,org::eclipse::jdt::internal::compiler::lookup::ArrayBinding , 16 , 15 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
258,org::eclipse::jdt::core::formatter::DefaultCodeFormatterConstants , 62 , 44 , 3 , 1 , 0 , 2 , 1 , 0 , 0 , 0 , 
259,org::eclipse::jdt::internal::compiler::ast::JavadocArgumentExpression , 15 , 14 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
260,org::eclipse::jdt::internal::core::jdom::DOMField , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
261,org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
262,org::eclipse::jdt::core::util::ClassFileBytesDisassembler , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
263,org::eclipse::jdt::internal::codeassist::complete::CompletionParser , 102 , 85 , 10 , 3 , 8 , 1 , 0 , 0 , 0 , 0 , 
264,org::eclipse::jdt::internal::core::search::matching::LocalVariableLocator , 6 , 5 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
265,org::eclipse::jdt::core::dom::PrimitiveType , 7 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
266,org::eclipse::jdt::internal::compiler::impl::DoubleConstant , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
267,org::eclipse::jdt::internal::eval::CodeSnippetEnvironment , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
268,org::eclipse::jdt::internal::core::jdom::DOMNode , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
269,org::eclipse::jdt::internal::core::JarEntryResource , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
270,org::eclipse::jdt::internal::compiler::ast::LongLiteralMinValue , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
271,org::eclipse::jdt::internal::eval::VariablesEvaluator , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
272,org::eclipse::jdt::core::dom::FieldAccess , 10 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
273,org::eclipse::jdt::internal::compiler::batch::ClasspathSourceJar , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
274,org::eclipse::jdt::internal::formatter::BinaryExpressionFragmentBuilder , 9 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
275,org::eclipse::jdt::internal::core::TypeParameter , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
276,org::eclipse::jdt::internal::core::util::AnnotationComponentValue , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
277,org::eclipse::jdt::internal::codeassist::complete::CompletionNodeFound , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
278,org::eclipse::jdt::core::dom::Name , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
279,org::eclipse::jdt::internal::formatter::comment::CommentRange , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
280,org::eclipse::jdt::internal::compiler::ast::JavadocImplicitTypeReference , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
281,org::eclipse::jdt::internal::compiler::util::HashSetOfInt , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
282,org::eclipse::jdt::internal::core::util::MementoTokenizer , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
283,org::eclipse::jdt::internal::core::jdom::SimpleDOMBuilder , 9 , 6 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 
284,org::eclipse::jdt::internal::core::util::DefaultStackMapFrame , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
285,org::eclipse::jdt::internal::formatter::FormatJavadocNode , 6 , 5 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
286,org::eclipse::jdt::internal::core::search::matching::MatchLocatorParser , 36 , 33 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
287,org::eclipse::jdt::core::dom::ParenthesizedExpression , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
288,org::eclipse::jdt::internal::compiler::AbstractAnnotationProcessorManager , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
289,org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
290,org::eclipse::jdt::core::dom::ArrayAccess , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
291,org::eclipse::jdt::internal::codeassist::complete::CompletionOnStringLiteral , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
292,org::eclipse::jdt::internal::core::hierarchy::RegionBasedTypeHierarchy , 9 , 8 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
293,org::eclipse::jdt::internal::core::PackageFragmentRoot , 39 , 35 , 2 , 1 , 3 , 1 , 0 , 0 , 0 , 0 , 
294,org::eclipse::jdt::core::util::CompilationUnitSorter , 5 , 4 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
295,org::eclipse::jdt::internal::compiler::ast::Annotation , 26 , 23 , 6 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 
296,org::eclipse::jdt::internal::compiler::ast::JavadocFieldReference , 22 , 20 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
297,org::eclipse::jdt::internal::codeassist::select::SelectionOnSingleNameReference , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
298,org::eclipse::jdt::internal::core::dom::rewrite::RewriteEventStore , 6 , 6 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
299,org::eclipse::jdt::internal::compiler::ast::EmptyStatement , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
300,org::eclipse::jdt::internal::compiler::ClassFile , 69 , 64 , 7 , 5 , 3 , 6 , 1 , 1 , 0 , 0 , 
301,org::eclipse::jdt::internal::core::ClasspathChange , 11 , 8 , 1 , 1 , 3 , 1 , 0 , 0 , 0 , 0 , 
302,org::eclipse::jdt::internal::compiler::ast::StringLiteral , 7 , 7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
303,org::eclipse::jdt::core::Signature , 37 , 33 , 3 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
304,org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfoWithAnnotations , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
305,org::eclipse::jdt::internal::compiler::parser::RecoveryScanner , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
306,org::eclipse::jdt::core::dom::Type , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
307,org::eclipse::jdt::core::CompletionRequestorAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
308,org::eclipse::jdt::core::compiler::InvalidInputException , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
309,org::eclipse::jdt::internal::core::dom::rewrite::LineCommentEndOffsets , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
310,org::eclipse::jdt::internal::compiler::parser::Scanner , 85 , 74 , 9 , 3 , 4 , 1 , 0 , 0 , 0 , 0 , 
311,org::eclipse::jdt::internal::compiler::ast::Initializer , 4 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
312,org::eclipse::jdt::core::dom::VariableDeclarationStatement , 11 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
313,org::eclipse::jdt::internal::core::search::matching::DeclarationOfReferencedMethodsPattern , 4 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
314,org::eclipse::jdt::core::compiler::CharOperation , 20 , 16 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
315,org::eclipse::jdt::internal::codeassist::CompletionElementNotifier , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
316,org::eclipse::jdt::internal::core::search::indexing::BinaryIndexer , 17 , 17 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
317,org::eclipse::jdt::internal::compiler::ast::CompilationUnitDeclaration , 29 , 25 , 3 , 2 , 2 , 2 , 0 , 0 , 0 , 0 , 
318,org::eclipse::jdt::internal::compiler::ast::PrefixExpression , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
319,org::eclipse::jdt::core::dom::DefaultValuePairBinding , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
320,org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
321,org::eclipse::jdt::internal::compiler::flow::FlowInfo , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
322,org::eclipse::jdt::core::dom::Block , 5 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
323,org::eclipse::jdt::core::dom::MethodRefParameter , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
324,org::eclipse::jdt::internal::core::search::IndexSelector , 12 , 11 , 4 , 1 , 2 , 1 , 0 , 1 , 0 , 0 , 
325,org::eclipse::jdt::internal::compiler::ast::Wildcard , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
326,org::eclipse::jdt::core::dom::ArrayType , 9 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
327,org::eclipse::jdt::core::search::FieldReferenceMatch , 3 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
328,org::eclipse::jdt::core::search::SearchDocument , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
329,org::eclipse::jdt::core::ToolFactory , 15 , 13 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
330,org::eclipse::jdt::internal::core::util::DefaultBytecodeVisitor , 9 , 8 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 
331,org::eclipse::jdt::core::dom::ThrowStatement , 8 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
332,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
333,org::eclipse::jdt::internal::codeassist::complete::CompletionOnAnnotationMemberValuePair , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
334,org::eclipse::jdt::internal::codeassist::ThrownExceptionFinder , 3 , 2 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
335,org::eclipse::jdt::internal::core::DefaultWorkingCopyOwner , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
336,org::eclipse::jdt::internal::compiler::impl::ByteConstant , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
337,org::eclipse::jdt::internal::core::AnnotatableInfo , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
338,org::eclipse::jdt::internal::core::util::ExceptionAttribute , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
339,org::eclipse::jdt::core::dom::Initializer , 11 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
340,org::eclipse::jdt::internal::codeassist::impl::AssistImportContainer , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
341,org::eclipse::jdt::internal::core::MoveElementsOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
342,org::eclipse::jdt::internal::compiler::parser::RecoveredStatement , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
343,org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodName , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
344,org::eclipse::jdt::core::dom::ClassInstanceCreation , 14 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
345,org::eclipse::jdt::internal::core::builder::MissingSourceFileException , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
346,org::eclipse::jdt::internal::compiler::env::EnumConstantSignature , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
347,org::eclipse::jdt::internal::compiler::ast::TypeReference , 16 , 13 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
348,org::eclipse::jdt::internal::compiler::impl::CompilerStats , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
349,org::eclipse::jdt::internal::codeassist::select::SelectionScanner , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
350,org::eclipse::jdt::core::dom::PackageDeclaration , 11 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
351,org::eclipse::jdt::internal::compiler::ast::CaseStatement , 15 , 15 , 3 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 
352,org::eclipse::jdt::internal::compiler::ASTVisitor , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
353,org::eclipse::jdt::internal::compiler::ast::Literal , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
354,org::eclipse::jdt::internal::compiler::lookup::ProblemFieldBinding , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
355,org::eclipse::jdt::internal::core::search::matching::PatternLocator , 44 , 40 , 2 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
356,org::eclipse::jdt::internal::codeassist::impl::Engine , 20 , 18 , 1 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 
357,org::eclipse::jdt::internal::core::SingleTypeRequestor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
358,org::eclipse::jdt::core::dom::ASTConverter , 196 , 183 , 21 , 10 , 8 , 1 , 1 , 0 , 0 , 0 , 
359,org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression , 25 , 25 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
360,org::eclipse::jdt::internal::core::search::matching::VariablePattern , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
361,org::eclipse::jdt::internal::core::search::JavaSearchScope , 34 , 32 , 7 , 1 , 2 , 1 , 0 , 1 , 0 , 0 , 
362,org::eclipse::jdt::internal::compiler::util::SimpleSet , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
363,org::eclipse::jdt::internal::core::jdom::DOMMember , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
364,org::eclipse::jdt::internal::core::jdom::DOMMethod , 6 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
365,org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
366,org::eclipse::jdt::internal::compiler::ast::Javadoc , 48 , 41 , 3 , 2 , 1 , 3 , 0 , 0 , 0 , 0 , 
367,org::eclipse::jdt::core::dom::TypeBinding , 89 , 77 , 6 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 
368,org::eclipse::jdt::core::search::SearchRequestor , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
369,org::eclipse::jdt::core::dom::ContinueStatement , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
370,org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
371,org::eclipse::jdt::core::JavaModelException , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
372,org::eclipse::jdt::internal::core::builder::StringSet , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
373,org::eclipse::jdt::core::search::PackageDeclarationMatch , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
374,org::eclipse::jdt::internal::core::CreatePackageFragmentOperation , 9 , 7 , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
375,org::eclipse::jdt::internal::core::util::ClassFileReader , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
376,org::eclipse::jdt::internal::compiler::ast::ArrayReference , 10 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
377,org::eclipse::jdt::internal::formatter::comment::HTMLEntity2JavaReader , 4 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
378,org::eclipse::jdt::internal::core::BinaryMethod , 31 , 27 , 6 , 2 , 3 , 1 , 0 , 0 , 0 , 0 , 
379,org::eclipse::jdt::internal::core::search::matching::ImportMatchLocatorParser , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
