,classname,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,
182,org::eclipse::pde::internal::ui::templates::ide::NewWizardTemplate , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
183,org::eclipse::pde::internal::ui::editor::plugin::ExtensionPointsPage , 7 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
184,org::eclipse::pde::internal::ui::editor::feature::HandlerSection , 2 , 2 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
185,org::eclipse::pde::internal::core::schema::SchemaElement , 11 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
186,org::eclipse::pde::internal::ui::wizards::templates::NewPluginTemplateChoiceWizard , 5 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
187,org::eclipse::pde::internal::core::text::bundle::LazyStartHeader , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
188,org::eclipse::pde::internal::ui::editor::target::EnvironmentPage , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
189,org::eclipse::pde::internal::core::builders::FeatureRebuilder , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
190,org::eclipse::pde::internal::ui::templates::ide::HelloWorldCmdTemplate , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
191,org::eclipse::pde::internal::ui::compare::ManifestStructureMergeViewerCreator , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
192,org::eclipse::pde::internal::ui::OpenPDEPerspectiveAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
193,org::eclipse::pde::internal::ui::refactoring::ContainerRenameParticipant , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
194,org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpPage , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
195,org::eclipse::pde::internal::core::FeatureModelDelta , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
196,org::eclipse::pde::internal::core::TracingOptionsManager , 3 , 2 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 
197,org::eclipse::pde::internal::ui::tests::macro::IndexAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
198,org::eclipse::pde::internal::core::text::bundle::BasePackageHeader , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
199,org::eclipse::pde::internal::ui::launcher::WorkspaceDataBlock , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
200,org::eclipse::pde::internal::ui::editor::product::SplashPage , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
201,org::eclipse::pde::ui::launcher::JUnitLaunchConfigurationDelegate , 15 , 13 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 
202,org::eclipse::pde::internal::core::build::BuildObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
203,org::eclipse::pde::internal::core::text::build::BuildModel , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
204,org::eclipse::pde::internal::core::text::plugin::PluginModelBase , 3 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
205,org::eclipse::pde::internal::ui::editor::outline::QuickOutlinePopupDialog , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
206,org::eclipse::pde::internal::core::search::PluginSearchOperation , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
207,org::eclipse::pde::internal::ui::editor::plugin::ExtensionElementBodyTextDetails , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
208,org::eclipse::pde::internal::ui::editor::ctxhelp::details::CtxHelpAbstractDetails , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
209,org::eclipse::pde::internal::ui::editor::context::InputContextManager , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
210,org::eclipse::pde::internal::core::bundle::WorkspaceBundleModel , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
211,org::eclipse::pde::internal::ui::wizards::feature::CreateFeaturePatchOperation , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
212,org::eclipse::pde::internal::ui::launcher::ConfigurationTemplateBlock , 5 , 3 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
213,org::eclipse::pde::ui::templates::AbstractChoiceOption , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
214,org::eclipse::pde::internal::ui::wizards::target::BaseTargetDefinitionOperation , 1 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
215,org::eclipse::pde::internal::ui::wizards::templates::ControlStack , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
216,org::eclipse::pde::internal::ui::correction::RemoveImportExportServicesResolution , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
217,org::eclipse::pde::internal::core::XMLPrintHandler , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
218,org::eclipse::pde::internal::core::feature::FeaturePlugin , 5 , 5 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
219,org::eclipse::pde::internal::ui::templates::osgi::HelloOSGiTemplate , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
220,org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpObject , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
221,org::eclipse::pde::internal::core::product::WindowImages , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
222,org::eclipse::pde::internal::ui::refactoring::RefactoringInfo , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
223,org::eclipse::pde::internal::ui::wizards::cheatsheet::SimpleCSFileWizardPage , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
224,org::eclipse::pde::internal::ui::editor::toc::actions::TocAddObjectAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
225,org::eclipse::pde::internal::ui::launcher::LaunchListener , 8 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
226,org::eclipse::pde::internal::ui::wizards::NewWizard , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
227,org::eclipse::pde::internal::ui::editor::plugin::PluginUndoManager , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
228,org::eclipse::pde::internal::ui::editor::LinkSection , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
229,org::eclipse::pde::internal::core::bundle::BundlePluginBase , 12 , 10 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
230,org::eclipse::pde::internal::core::text::bundle::PDEManifestElement , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
231,org::eclipse::pde::internal::ui::editor::schema::NewElementAction , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
232,org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardFirstPage , 12 , 10 , 2 , 1 , 1 , 3 , 0 , 0 , 0 , 0 , 
233,org::eclipse::pde::internal::core::text::bundle::BundleTextChangeListener , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
234,org::eclipse::pde::internal::core::bundle::BundlePlugin , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
235,org::eclipse::pde::internal::ui::editor::plugin::RequiresSection , 24 , 18 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
236,org::eclipse::pde::internal::core::site::ExternalSiteModel , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
237,org::eclipse::pde::internal::core::schema::RepeatableSchemaObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
238,org::eclipse::pde::internal::core::plugin::PluginParent , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
239,org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentAction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
240,org::eclipse::pde::internal::ui::views::dependencies::OpenPluginReferencesAction , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
241,org::eclipse::pde::internal::core::search::PluginSearchScope , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
242,org::eclipse::ui::internal::views::log::TailInputStream , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
243,org::eclipse::pde::ui::templates::BlankField , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
244,org::eclipse::pde::ui::launcher::OSGiSettingsTab , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
245,org::eclipse::pde::internal::ui::wizards::cheatsheet::SimpleCSCreationOperation , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
246,org::eclipse::pde::internal::ui::refactoring::FindReferenceOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
247,org::eclipse::pde::internal::core::target::TargetModelFactory , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
248,org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeValue , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
249,org::eclipse::pde::internal::ui::tests::macro::EditorCommandTarget , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
250,org::eclipse::pde::internal::ui::editor::plugin::ManifestEditorMatchingStrategy , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
251,org::eclipse::pde::internal::ui::editor::plugin::rows::BooleanAttributeRow , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
252,org::eclipse::pde::internal::core::schema::SchemaSimpleType , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
253,org::eclipse::pde::internal::ui::templates::ide::HelpNewWizard , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
254,org::eclipse::pde::core::plugin::TargetPlatform , 6 , 4 , 1 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 
255,org::eclipse::pde::internal::ui::editor::feature::PluginPortabilitySection , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
256,org::eclipse::pde::internal::ui::tests::macro::IndexWizard , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
257,org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsAction , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
258,org::eclipse::pde::internal::ui::editor::product::ProductLauncherFormPageHelper , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
259,org::eclipse::pde::internal::ui::views::dependencies::DependenciesViewPageContentProvider , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
260,org::eclipse::pde::internal::core::builders::PluginBaseErrorReporter , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
261,org::eclipse::pde::internal::ui::editor::text::PDESourceInfoProvider , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
262,org::eclipse::pde::internal::core::schema::ChoiceRestriction , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
263,org::eclipse::pde::ui::launcher::EquinoxPluginsTab , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
264,org::eclipse::pde::internal::core::site::Site , 2 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
265,org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizardPage , 3 , 3 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 
266,org::eclipse::pde::internal::ui::parts::ConditionalListSelectionDialog , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
267,org::eclipse::pde::internal::core::util::CoreUtility , 5 , 5 , 1 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 
268,org::eclipse::pde::internal::ui::wizards::plugin::LibraryPluginFieldData , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
269,org::eclipse::pde::internal::ui::wizards::feature::AbstractCreateFeatureOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
270,org::eclipse::pde::internal::ui::commands::CommandTreeContentProvider , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
271,org::eclipse::pde::internal::ui::editor::text::XMLTagRule , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
272,org::eclipse::pde::internal::ui::search::dependencies::ShowResultsAction , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
273,org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSRunObject , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
274,org::eclipse::pde::internal::core::util::SAXParserWrapper , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
275,org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferenceNode , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
276,org::eclipse::pde::internal::ui::util::StringMatcher , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
277,org::eclipse::pde::internal::ui::tests::macro::MacroUtil , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
278,org::eclipse::pde::internal::core::plugin::WorkspacePluginModel , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
279,org::eclipse::pde::internal::ui::search::ShowDescriptionAction , 13 , 11 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
280,org::eclipse::pde::internal::ui::util::ChoicePropertyDescriptor , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
281,org::eclipse::pde::ui::templates::BooleanOption , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
282,org::eclipse::pde::internal::ui::wizards::feature::NewFeatureProjectWizard , 13 , 12 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
283,org::eclipse::pde::internal::core::builders::JarManifestErrorReporter , 6 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
284,org::eclipse::pde::internal::ui::editor::cheatsheet::comp::actions::CompCSRemoveTaskObjectAction , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
285,org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSSourcePage , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
286,org::eclipse::pde::internal::core::builders::UpdateSiteErrorReporter , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
287,org::eclipse::pde::internal::core::WorkspaceModelManager , 17 , 17 , 7 , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 
288,org::eclipse::pde::internal::runtime::registry::ExtensionPointAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
289,org::eclipse::pde::internal::ui::wizards::product::BaseManifestOperation , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
290,org::eclipse::pde::internal::ui::preferences::XMLSyntaxColorTab , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
291,org::eclipse::pde::internal::ui::editor::schema::ElementSection , 27 , 22 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
292,org::eclipse::pde::internal::ui::editor::schema::ElementSectionDragAdapter , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
293,org::eclipse::pde::ui::launcher::BundlesTab , 5 , 4 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
294,org::eclipse::pde::internal::ui::wizards::product::ProductFromConfigOperation , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
295,org::eclipse::pde::internal::ui::refactoring::CreateHeaderChangeOperation , 3 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
296,org::eclipse::pde::internal::ui::build::PluginExportJob , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
297,org::eclipse::pde::internal::ui::editor::schema::SchemaFormOutlinePage , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
298,org::eclipse::pde::internal::ui::editor::site::SiteLabelProvider , 5 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
299,org::eclipse::pde::internal::ui::launcher::TracingPropertySource , 4 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
300,org::eclipse::pde::internal::ui::refactoring::RenamePluginWizardPage , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
301,org::eclipse::pde::internal::ui::wizards::WizardNode , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
302,org::eclipse::pde::internal::ui::wizards::feature::FeatureSpecPage , 6 , 6 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
303,org::eclipse::pde::internal::runtime::registry::ExtensionAdapter , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
304,org::eclipse::pde::internal::ui::wizards::PDEWizardNewFileCreationPage , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
305,org::eclipse::pde::ui::templates::TemplateOption , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
306,org::eclipse::pde::internal::ui::util::LineBreakingReader , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
307,org::eclipse::pde::internal::ui::util::XMLRootElementMatcher , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
308,org::eclipse::pde::internal::ui::editor::plugin::DependencyManagementSection , 14 , 10 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
309,org::eclipse::pde::internal::ui::templates::rcp::ViewRCPTemplate , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
310,org::eclipse::pde::internal::core::text::XMLEditingModel , 4 , 3 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
311,org::eclipse::pde::internal::core::SearchablePluginsManager , 18 , 15 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
312,org::eclipse::pde::internal::ui::editor::site::ArchiveSection , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
313,org::eclipse::pde::internal::core::AbstractNLModel , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
314,org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesSection , 19 , 15 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 
315,org::eclipse::pde::internal::ui::refactoring::RenameProjectChange , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
316,org::eclipse::pde::internal::ui::editor::text::PDESelectAnnotationRulerAction , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
317,org::eclipse::pde::internal::ui::wizards::imports::FeatureImportWizard , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
318,org::eclipse::pde::internal::ui::templates::ide::UniversalWelcomeTemplate , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
319,org::eclipse::pde::internal::ui::editor::PDEProjectionSourcePage , 3 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
320,org::eclipse::pde::internal::core::exports::BuildUtilities , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
321,org::eclipse::pde::internal::ui::correction::RemoveRequireBundleResolution , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
322,org::eclipse::pde::internal::ui::commands::TagManager , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
323,org::eclipse::pde::internal::ui::search::dependencies::PackageFinder , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
324,org::eclipse::pde::internal::core::schema::SchemaRegistry , 9 , 9 , 1 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 
325,org::eclipse::pde::internal::ui::editor::site::NewArchiveDialog , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
326,org::eclipse::pde::internal::core::text::bundle::BundleNameHeader , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
327,org::eclipse::pde::internal::ui::wizards::exports::FeatureOptionsTab , 2 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
328,org::eclipse::pde::internal::core::exports::SiteBuildOperation , 4 , 3 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 
329,org::eclipse::pde::internal::core::converter::PluginConverter , 4 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
330,org::eclipse::pde::internal::ui::nls::ExternalizeStringsProcessor , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
331,org::eclipse::pde::internal::core::text::ctxhelp::CtxHelpContext , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
332,org::eclipse::pde::internal::ui::wizards::feature::OpenProjectWizardAction , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
333,org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpContentProvider , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
334,org::eclipse::pde::internal::ui::wizards::product::BaseProductCreationOperation , 7 , 6 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
335,org::eclipse::pde::internal::ui::editor::site::FeaturesPage , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
336,org::eclipse::pde::internal::ui::preferences::TargetEnvironmentPreferenceNode , 1 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
337,org::eclipse::pde::internal::core::feature::FeatureInfo , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
338,org::eclipse::pde::internal::ui::wizards::product::ProductDefinitionOperation , 13 , 12 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
339,org::eclipse::pde::internal::ui::launcher::OSGiValidationOperation , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
340,org::eclipse::pde::internal::core::util::HeaderMap , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
341,org::eclipse::pde::internal::core::text::DocumentXMLNode , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
342,org::eclipse::pde::internal::ui::refactoring::PDERefactoringAction , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
343,org::eclipse::ui::internal::views::log::SharedImages , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
344,org::eclipse::pde::internal::ui::editor::text::XMLDoubleClickStrategy , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
345,org::eclipse::pde::internal::runtime::PDERuntimePlugin , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
346,org::eclipse::pde::internal::core::builders::PDEMarkerFactory , 19 , 7 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
347,org::eclipse::pde::internal::ui::correction::AddBuildEntryResolution , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
348,org::eclipse::pde::internal::ui::editor::toc::details::TocLinkDetails , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
349,org::eclipse::pde::internal::core::plugin::AbstractPluginModelBase , 6 , 6 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 
350,org::eclipse::pde::internal::ui::wizards::imports::PluginImportWizardExpressPage , 8 , 7 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 
351,org::eclipse::pde::internal::ui::editor::build::BuildInputContextManager , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
352,org::eclipse::pde::internal::ui::tests::macro::ViewCommandTarget , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
353,org::eclipse::pde::internal::ui::correction::AbstractManifestMarkerResolution , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
354,org::eclipse::pde::internal::ui::editor::target::TargetInputContext , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
355,org::eclipse::pde::internal::ui::nls::ModelChangeTable , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
356,org::eclipse::pde::internal::ui::samples::SelectionPage , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
357,org::eclipse::pde::internal::ui::wizards::extension::NewSchemaFileMainPage , 4 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
358,org::eclipse::pde::internal::core::util::CheatSheetUtil , 2 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 
359,org::eclipse::pde::internal::ui::editor::toc::details::TocTopicDetails , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
360,org::eclipse::pde::internal::ui::refactoring::MoveFromChange , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
361,org::eclipse::pde::internal::ui::wizards::FeatureSelectionDialog , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
362,org::eclipse::pde::internal::ui::preferences::TargetPlatformPreferencePage , 35 , 33 , 5 , 2 , 1 , 2 , 0 , 0 , 0 , 0 , 
363,org::eclipse::pde::internal::ui::refactoring::PDERenameParticipant , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
364,org::eclipse::pde::internal::core::text::bundle::ExportPackageHeader , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
365,org::eclipse::pde::internal::core::ant::ConvertSchemaToHTML , 6 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
366,org::eclipse::pde::internal::ui::compare::ManifestContentMergeViewerCreator , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 
